doi,author_name,given_name,family_name
10.1007/s11046-021-00567-9,Liang G,Guanzhao,Liang
10.1007/s11046-021-00567-9,Liu W,Weida,Liu
10.1016/j.funbio.2021.12.002,Costa MM,Marileide M.,Costa
10.1016/j.funbio.2021.12.002,Saleh AA,Amgad A.,Saleh
10.1016/j.funbio.2021.12.002,Melo MP,Maruzanete P.,Melo
10.1016/j.funbio.2021.12.002,Guimarães EA,Elaine Aparecida,Guimarães
10.1016/j.funbio.2021.12.002,Esele JP,J. Peter,Esele
10.1016/j.funbio.2021.12.002,Zeller KA,Kurt A.,Zeller
10.1016/j.funbio.2021.12.002,Summerell BA,Brett A.,Summerell
10.1016/j.funbio.2021.12.002,Pfenning LH,Ludwig H.,Pfenning
10.1016/j.funbio.2021.12.002,Leslie JF,John F.,Leslie
10.1016/j.funbio.2021.12.002,Costa MM,Marileide M.,Costa
10.1016/j.funbio.2021.12.002,Saleh AA,Amgad A.,Saleh
10.1016/j.funbio.2021.12.002,Melo MP,Maruzanete P.,Melo
10.1016/j.funbio.2021.12.002,Guimarães EA,Elaine Aparecida,Guimarães
10.1016/j.funbio.2021.12.002,Esele JP,J. Peter,Esele
10.1016/j.funbio.2021.12.002,Zeller KA,Kurt A.,Zeller
10.1016/j.funbio.2021.12.002,Summerell BA,Brett A.,Summerell
10.1016/j.funbio.2021.12.002,Pfenning LH,Ludwig H.,Pfenning
10.1016/j.funbio.2021.12.002,Leslie JF,John F.,Leslie
10.1016/j.funbio.2021.12.002,Costa MM,Marileide M.,Costa
10.1016/j.funbio.2021.12.002,Saleh AA,Amgad A.,Saleh
10.1016/j.funbio.2021.12.002,Melo MP,Maruzanete P.,Melo
10.1016/j.funbio.2021.12.002,Guimarães EA,Elaine Aparecida,Guimarães
10.1016/j.funbio.2021.12.002,Esele JP,J. Peter,Esele
10.1016/j.funbio.2021.12.002,Zeller KA,Kurt A.,Zeller
10.1016/j.funbio.2021.12.002,Summerell BA,Brett A.,Summerell
10.1016/j.funbio.2021.12.002,Pfenning LH,Ludwig H.,Pfenning
10.1016/j.funbio.2021.12.002,Leslie JF,John F.,Leslie
10.1016/j.funbio.2021.12.002,Costa MM,Marileide M.,Costa
10.1016/j.funbio.2021.12.002,Saleh AA,Amgad A.,Saleh
10.1016/j.funbio.2021.12.002,Melo MP,Maruzanete P.,Melo
10.1016/j.funbio.2021.12.002,Guimarães EA,Elaine Aparecida,Guimarães
10.1016/j.funbio.2021.12.002,Esele JP,J. Peter,Esele
10.1016/j.funbio.2021.12.002,Zeller KA,Kurt A.,Zeller
10.1016/j.funbio.2021.12.002,Summerell BA,Brett A.,Summerell
10.1016/j.funbio.2021.12.002,Pfenning LH,Ludwig H.,Pfenning
10.1016/j.funbio.2021.12.002,Leslie JF,John F.,Leslie
10.1016/j.funbio.2021.12.002,Costa MM,Marileide M.,Costa
10.1016/j.funbio.2021.12.002,Saleh AA,Amgad A.,Saleh
10.1016/j.funbio.2021.12.002,Melo MP,Maruzanete P.,Melo
10.1016/j.funbio.2021.12.002,Guimarães EA,Elaine Aparecida,Guimarães
10.1016/j.funbio.2021.12.002,Esele JP,J. Peter,Esele
10.1016/j.funbio.2021.12.002,Zeller KA,Kurt A.,Zeller
10.1016/j.funbio.2021.12.002,Summerell BA,Brett A.,Summerell
10.1016/j.funbio.2021.12.002,Pfenning LH,Ludwig H.,Pfenning
10.1016/j.funbio.2021.12.002,Leslie JF,John F.,Leslie
10.1016/j.funbio.2021.12.002,Costa MM,Marileide M.,Costa
10.1016/j.funbio.2021.12.002,Saleh AA,Amgad A.,Saleh
10.1016/j.funbio.2021.12.002,Melo MP,Maruzanete P.,Melo
10.1016/j.funbio.2021.12.002,Guimarães EA,Elaine Aparecida,Guimarães
10.1016/j.funbio.2021.12.002,Esele JP,J. Peter,Esele
10.1016/j.funbio.2021.12.002,Zeller KA,Kurt A.,Zeller
10.1016/j.funbio.2021.12.002,Summerell BA,Brett A.,Summerell
10.1016/j.funbio.2021.12.002,Pfenning LH,Ludwig H.,Pfenning
10.1016/j.funbio.2021.12.002,Leslie JF,John F.,Leslie
10.1016/j.funbio.2021.12.002,Costa MM,Marileide M.,Costa
10.1016/j.funbio.2021.12.002,Saleh AA,Amgad A.,Saleh
10.1016/j.funbio.2021.12.002,Melo MP,Maruzanete P.,Melo
10.1016/j.funbio.2021.12.002,Guimarães EA,Elaine Aparecida,Guimarães
10.1016/j.funbio.2021.12.002,Esele JP,J. Peter,Esele
10.1016/j.funbio.2021.12.002,Zeller KA,Kurt A.,Zeller
10.1016/j.funbio.2021.12.002,Summerell BA,Brett A.,Summerell
10.1016/j.funbio.2021.12.002,Pfenning LH,Ludwig H.,Pfenning
10.1016/j.funbio.2021.12.002,Leslie JF,John F.,Leslie
10.1016/j.funbio.2021.12.002,Costa MM,Marileide M.,Costa
10.1016/j.funbio.2021.12.002,Saleh AA,Amgad A.,Saleh
10.1016/j.funbio.2021.12.002,Melo MP,Maruzanete P.,Melo
10.1016/j.funbio.2021.12.002,Guimarães EA,Elaine Aparecida,Guimarães
10.1016/j.funbio.2021.12.002,Esele JP,J. Peter,Esele
10.1016/j.funbio.2021.12.002,Zeller KA,Kurt A.,Zeller
10.1016/j.funbio.2021.12.002,Summerell BA,Brett A.,Summerell
10.1016/j.funbio.2021.12.002,Pfenning LH,Ludwig H.,Pfenning
10.1016/j.funbio.2021.12.002,Leslie JF,John F.,Leslie
10.1016/j.funbio.2021.12.002,Costa MM,Marileide M.,Costa
10.1016/j.funbio.2021.12.002,Saleh AA,Amgad A.,Saleh
10.1016/j.funbio.2021.12.002,Melo MP,Maruzanete P.,Melo
10.1016/j.funbio.2021.12.002,Guimarães EA,Elaine Aparecida,Guimarães
10.1016/j.funbio.2021.12.002,Esele JP,J. Peter,Esele
10.1016/j.funbio.2021.12.002,Zeller KA,Kurt A.,Zeller
10.1016/j.funbio.2021.12.002,Summerell BA,Brett A.,Summerell
10.1016/j.funbio.2021.12.002,Pfenning LH,Ludwig H.,Pfenning
10.1016/j.funbio.2021.12.002,Leslie JF,John F.,Leslie
10.1094/PDIS-06-20-1376-RE,Mueller B,Brian,Mueller
10.1094/PDIS-06-20-1376-RE,Groves CL,Carol L.,Groves
10.1094/PDIS-06-20-1376-RE,Smith DL,Damon L.,Smith
10.1094/PDIS-06-20-1376-RE,Mueller B,Brian,Mueller
10.1094/PDIS-06-20-1376-RE,Groves CL,Carol L.,Groves
10.1094/PDIS-06-20-1376-RE,Smith DL,Damon L.,Smith
10.1094/PDIS-06-20-1376-RE,Mueller B,Brian,Mueller
10.1094/PDIS-06-20-1376-RE,Groves CL,Carol L.,Groves
10.1094/PDIS-06-20-1376-RE,Smith DL,Damon L.,Smith
10.1094/PDIS-09-21-2105-SR,Torres-Cruz TJ,Terry J.,Torres-Cruz
10.1094/PDIS-09-21-2105-SR,Whitaker BK,Briana K.,Whitaker
10.1094/PDIS-09-21-2105-SR,Proctor RH,Robert H.,Proctor
10.1094/PDIS-09-21-2105-SR,Broders K,Kirk,Broders
10.1094/PDIS-09-21-2105-SR,Laraba I,Imane,Laraba
10.1094/PDIS-09-21-2105-SR,Kim H,Hye-Seon,Kim
10.1094/PDIS-09-21-2105-SR,Brown DW,Daren W.,Brown
10.1094/PDIS-09-21-2105-SR,O’Donnell K,Kerry,O’Donnell
10.1094/PDIS-09-21-2105-SR,Estrada-Rodríguez TL,Tania L.,Estrada-Rodríguez
10.1094/PDIS-09-21-2105-SR,Lee Y,Yong-Hwan,Lee
10.1094/PDIS-09-21-2105-SR,Cheong K,Kyeongchae,Cheong
10.1094/PDIS-09-21-2105-SR,Wallace EC,Emma C.,Wallace
10.1094/PDIS-09-21-2105-SR,McGee CT,Chyanna T.,McGee
10.1094/PDIS-09-21-2105-SR,Kang S,Seogchan,Kang
10.1094/PDIS-09-21-2105-SR,Geiser DM,David M.,Geiser
10.1094/PDIS-09-21-2105-SR,Torres-Cruz TJ,Terry J.,Torres-Cruz
10.1094/PDIS-09-21-2105-SR,Whitaker BK,Briana K.,Whitaker
10.1094/PDIS-09-21-2105-SR,Proctor RH,Robert H.,Proctor
10.1094/PDIS-09-21-2105-SR,Broders K,Kirk,Broders
10.1094/PDIS-09-21-2105-SR,Laraba I,Imane,Laraba
10.1094/PDIS-09-21-2105-SR,Kim H,Hye-Seon,Kim
10.1094/PDIS-09-21-2105-SR,Brown DW,Daren W.,Brown
10.1094/PDIS-09-21-2105-SR,O’Donnell K,Kerry,O’Donnell
10.1094/PDIS-09-21-2105-SR,Estrada-Rodríguez TL,Tania L.,Estrada-Rodríguez
10.1094/PDIS-09-21-2105-SR,Lee Y,Yong-Hwan,Lee
10.1094/PDIS-09-21-2105-SR,Cheong K,Kyeongchae,Cheong
10.1094/PDIS-09-21-2105-SR,Wallace EC,Emma C.,Wallace
10.1094/PDIS-09-21-2105-SR,McGee CT,Chyanna T.,McGee
10.1094/PDIS-09-21-2105-SR,Kang S,Seogchan,Kang
10.1094/PDIS-09-21-2105-SR,Geiser DM,David M.,Geiser
10.1094/PDIS-09-21-2105-SR,Torres-Cruz TJ,Terry J.,Torres-Cruz
10.1094/PDIS-09-21-2105-SR,Whitaker BK,Briana K.,Whitaker
10.1094/PDIS-09-21-2105-SR,Proctor RH,Robert H.,Proctor
10.1094/PDIS-09-21-2105-SR,Broders K,Kirk,Broders
10.1094/PDIS-09-21-2105-SR,Laraba I,Imane,Laraba
10.1094/PDIS-09-21-2105-SR,Kim H,Hye-Seon,Kim
10.1094/PDIS-09-21-2105-SR,Brown DW,Daren W.,Brown
10.1094/PDIS-09-21-2105-SR,O’Donnell K,Kerry,O’Donnell
10.1094/PDIS-09-21-2105-SR,Estrada-Rodríguez TL,Tania L.,Estrada-Rodríguez
10.1094/PDIS-09-21-2105-SR,Lee Y,Yong-Hwan,Lee
10.1094/PDIS-09-21-2105-SR,Cheong K,Kyeongchae,Cheong
10.1094/PDIS-09-21-2105-SR,Wallace EC,Emma C.,Wallace
10.1094/PDIS-09-21-2105-SR,McGee CT,Chyanna T.,McGee
10.1094/PDIS-09-21-2105-SR,Kang S,Seogchan,Kang
10.1094/PDIS-09-21-2105-SR,Geiser DM,David M.,Geiser
10.1094/PDIS-09-21-2105-SR,Torres-Cruz TJ,Terry J.,Torres-Cruz
10.1094/PDIS-09-21-2105-SR,Whitaker BK,Briana K.,Whitaker
10.1094/PDIS-09-21-2105-SR,Proctor RH,Robert H.,Proctor
10.1094/PDIS-09-21-2105-SR,Broders K,Kirk,Broders
10.1094/PDIS-09-21-2105-SR,Laraba I,Imane,Laraba
10.1094/PDIS-09-21-2105-SR,Kim H,Hye-Seon,Kim
10.1094/PDIS-09-21-2105-SR,Brown DW,Daren W.,Brown
10.1094/PDIS-09-21-2105-SR,O’Donnell K,Kerry,O’Donnell
10.1094/PDIS-09-21-2105-SR,Estrada-Rodríguez TL,Tania L.,Estrada-Rodríguez
10.1094/PDIS-09-21-2105-SR,Lee Y,Yong-Hwan,Lee
10.1094/PDIS-09-21-2105-SR,Cheong K,Kyeongchae,Cheong
10.1094/PDIS-09-21-2105-SR,Wallace EC,Emma C.,Wallace
10.1094/PDIS-09-21-2105-SR,McGee CT,Chyanna T.,McGee
10.1094/PDIS-09-21-2105-SR,Kang S,Seogchan,Kang
10.1094/PDIS-09-21-2105-SR,Geiser DM,David M.,Geiser
10.1094/PDIS-09-21-2105-SR,Torres-Cruz TJ,Terry J.,Torres-Cruz
10.1094/PDIS-09-21-2105-SR,Whitaker BK,Briana K.,Whitaker
10.1094/PDIS-09-21-2105-SR,Proctor RH,Robert H.,Proctor
10.1094/PDIS-09-21-2105-SR,Broders K,Kirk,Broders
10.1094/PDIS-09-21-2105-SR,Laraba I,Imane,Laraba
10.1094/PDIS-09-21-2105-SR,Kim H,Hye-Seon,Kim
10.1094/PDIS-09-21-2105-SR,Brown DW,Daren W.,Brown
10.1094/PDIS-09-21-2105-SR,O’Donnell K,Kerry,O’Donnell
10.1094/PDIS-09-21-2105-SR,Estrada-Rodríguez TL,Tania L.,Estrada-Rodríguez
10.1094/PDIS-09-21-2105-SR,Lee Y,Yong-Hwan,Lee
10.1094/PDIS-09-21-2105-SR,Cheong K,Kyeongchae,Cheong
10.1094/PDIS-09-21-2105-SR,Wallace EC,Emma C.,Wallace
10.1094/PDIS-09-21-2105-SR,McGee CT,Chyanna T.,McGee
10.1094/PDIS-09-21-2105-SR,Kang S,Seogchan,Kang
10.1094/PDIS-09-21-2105-SR,Geiser DM,David M.,Geiser
10.1094/PDIS-09-21-2105-SR,Torres-Cruz TJ,Terry J.,Torres-Cruz
10.1094/PDIS-09-21-2105-SR,Whitaker BK,Briana K.,Whitaker
10.1094/PDIS-09-21-2105-SR,Proctor RH,Robert H.,Proctor
10.1094/PDIS-09-21-2105-SR,Broders K,Kirk,Broders
10.1094/PDIS-09-21-2105-SR,Laraba I,Imane,Laraba
10.1094/PDIS-09-21-2105-SR,Kim H,Hye-Seon,Kim
10.1094/PDIS-09-21-2105-SR,Brown DW,Daren W.,Brown
10.1094/PDIS-09-21-2105-SR,O’Donnell K,Kerry,O’Donnell
10.1094/PDIS-09-21-2105-SR,Estrada-Rodríguez TL,Tania L.,Estrada-Rodríguez
10.1094/PDIS-09-21-2105-SR,Lee Y,Yong-Hwan,Lee
10.1094/PDIS-09-21-2105-SR,Cheong K,Kyeongchae,Cheong
10.1094/PDIS-09-21-2105-SR,Wallace EC,Emma C.,Wallace
10.1094/PDIS-09-21-2105-SR,McGee CT,Chyanna T.,McGee
10.1094/PDIS-09-21-2105-SR,Kang S,Seogchan,Kang
10.1094/PDIS-09-21-2105-SR,Geiser DM,David M.,Geiser
10.1094/PDIS-09-21-2105-SR,Torres-Cruz TJ,Terry J.,Torres-Cruz
10.1094/PDIS-09-21-2105-SR,Whitaker BK,Briana K.,Whitaker
10.1094/PDIS-09-21-2105-SR,Proctor RH,Robert H.,Proctor
10.1094/PDIS-09-21-2105-SR,Broders K,Kirk,Broders
10.1094/PDIS-09-21-2105-SR,Laraba I,Imane,Laraba
10.1094/PDIS-09-21-2105-SR,Kim H,Hye-Seon,Kim
10.1094/PDIS-09-21-2105-SR,Brown DW,Daren W.,Brown
10.1094/PDIS-09-21-2105-SR,O’Donnell K,Kerry,O’Donnell
10.1094/PDIS-09-21-2105-SR,Estrada-Rodríguez TL,Tania L.,Estrada-Rodríguez
10.1094/PDIS-09-21-2105-SR,Lee Y,Yong-Hwan,Lee
10.1094/PDIS-09-21-2105-SR,Cheong K,Kyeongchae,Cheong
10.1094/PDIS-09-21-2105-SR,Wallace EC,Emma C.,Wallace
10.1094/PDIS-09-21-2105-SR,McGee CT,Chyanna T.,McGee
10.1094/PDIS-09-21-2105-SR,Kang S,Seogchan,Kang
10.1094/PDIS-09-21-2105-SR,Geiser DM,David M.,Geiser
10.1094/PDIS-09-21-2105-SR,Torres-Cruz TJ,Terry J.,Torres-Cruz
10.1094/PDIS-09-21-2105-SR,Whitaker BK,Briana K.,Whitaker
10.1094/PDIS-09-21-2105-SR,Proctor RH,Robert H.,Proctor
10.1094/PDIS-09-21-2105-SR,Broders K,Kirk,Broders
10.1094/PDIS-09-21-2105-SR,Laraba I,Imane,Laraba
10.1094/PDIS-09-21-2105-SR,Kim H,Hye-Seon,Kim
10.1094/PDIS-09-21-2105-SR,Brown DW,Daren W.,Brown
10.1094/PDIS-09-21-2105-SR,O’Donnell K,Kerry,O’Donnell
10.1094/PDIS-09-21-2105-SR,Estrada-Rodríguez TL,Tania L.,Estrada-Rodríguez
10.1094/PDIS-09-21-2105-SR,Lee Y,Yong-Hwan,Lee
10.1094/PDIS-09-21-2105-SR,Cheong K,Kyeongchae,Cheong
10.1094/PDIS-09-21-2105-SR,Wallace EC,Emma C.,Wallace
10.1094/PDIS-09-21-2105-SR,McGee CT,Chyanna T.,McGee
10.1094/PDIS-09-21-2105-SR,Kang S,Seogchan,Kang
10.1094/PDIS-09-21-2105-SR,Geiser DM,David M.,Geiser
10.1080/00275514.2020.1816387,Goffre D,D.,Goffre
10.1080/00275514.2020.1816387,Jensen AB,A. B.,Jensen
10.1080/00275514.2020.1816387,Lopez Lastra CC,C. C.,Lopez Lastra
10.1080/00275514.2020.1816387,Humber RA,R. A.,Humber
10.1080/00275514.2020.1816387,Folgarait PJ,P. J.,Folgarait
10.1080/00275514.2020.1816387,Goffre D,D.,Goffre
10.1080/00275514.2020.1816387,Jensen AB,A. B.,Jensen
10.1080/00275514.2020.1816387,Lopez Lastra CC,C. C.,Lopez Lastra
10.1080/00275514.2020.1816387,Humber RA,R. A.,Humber
10.1080/00275514.2020.1816387,Folgarait PJ,P. J.,Folgarait
10.1080/00275514.2020.1816387,Goffre D,D.,Goffre
10.1080/00275514.2020.1816387,Jensen AB,A. B.,Jensen
10.1080/00275514.2020.1816387,Lopez Lastra CC,C. C.,Lopez Lastra
10.1080/00275514.2020.1816387,Humber RA,R. A.,Humber
10.1080/00275514.2020.1816387,Folgarait PJ,P. J.,Folgarait
10.1080/00275514.2020.1816387,Goffre D,D.,Goffre
10.1080/00275514.2020.1816387,Jensen AB,A. B.,Jensen
10.1080/00275514.2020.1816387,Lopez Lastra CC,C. C.,Lopez Lastra
10.1080/00275514.2020.1816387,Humber RA,R. A.,Humber
10.1080/00275514.2020.1816387,Folgarait PJ,P. J.,Folgarait
10.3389/fvets.2021.633695,Jaffey JA,Jared A.,Jaffey
10.3389/fvets.2021.633695,Hostnik ET,Eric T.,Hostnik
10.3389/fvets.2021.633695,Hoffman AR,Aline Rodrigues,Hoffman
10.3389/fvets.2021.633695,Jay M,Maureen,Jay
10.3389/fvets.2021.633695,Ferguson SH,Sylvia H.,Ferguson
10.3389/fvets.2021.633695,Wiederhold NP,Nathan P.,Wiederhold
10.3389/fvets.2021.633695,Jaffey JA,Jared A.,Jaffey
10.3389/fvets.2021.633695,Hostnik ET,Eric T.,Hostnik
10.3389/fvets.2021.633695,Hoffman AR,Aline Rodrigues,Hoffman
10.3389/fvets.2021.633695,Jay M,Maureen,Jay
10.3389/fvets.2021.633695,Ferguson SH,Sylvia H.,Ferguson
10.3389/fvets.2021.633695,Wiederhold NP,Nathan P.,Wiederhold
10.3389/fvets.2021.633695,Jaffey JA,Jared A.,Jaffey
10.3389/fvets.2021.633695,Hostnik ET,Eric T.,Hostnik
10.3389/fvets.2021.633695,Hoffman AR,Aline Rodrigues,Hoffman
10.3389/fvets.2021.633695,Jay M,Maureen,Jay
10.3389/fvets.2021.633695,Ferguson SH,Sylvia H.,Ferguson
10.3389/fvets.2021.633695,Wiederhold NP,Nathan P.,Wiederhold
10.3389/fvets.2021.633695,Jaffey JA,Jared A.,Jaffey
10.3389/fvets.2021.633695,Hostnik ET,Eric T.,Hostnik
10.3389/fvets.2021.633695,Hoffman AR,Aline Rodrigues,Hoffman
10.3389/fvets.2021.633695,Jay M,Maureen,Jay
10.3389/fvets.2021.633695,Ferguson SH,Sylvia H.,Ferguson
10.3389/fvets.2021.633695,Wiederhold NP,Nathan P.,Wiederhold
10.3389/fvets.2021.633695,Jaffey JA,Jared A.,Jaffey
10.3389/fvets.2021.633695,Hostnik ET,Eric T.,Hostnik
10.3389/fvets.2021.633695,Hoffman AR,Aline Rodrigues,Hoffman
10.3389/fvets.2021.633695,Jay M,Maureen,Jay
10.3389/fvets.2021.633695,Ferguson SH,Sylvia H.,Ferguson
10.3389/fvets.2021.633695,Wiederhold NP,Nathan P.,Wiederhold
10.3389/fvets.2021.633695,Jaffey JA,Jared A.,Jaffey
10.3389/fvets.2021.633695,Hostnik ET,Eric T.,Hostnik
10.3389/fvets.2021.633695,Hoffman AR,Aline Rodrigues,Hoffman
10.3389/fvets.2021.633695,Jay M,Maureen,Jay
10.3389/fvets.2021.633695,Ferguson SH,Sylvia H.,Ferguson
10.3389/fvets.2021.633695,Wiederhold NP,Nathan P.,Wiederhold
10.3389/fvets.2021.799641,Rasche BL,Brittany L.,Rasche
10.3389/fvets.2021.799641,Tucker SM,Samuel M.,Tucker
10.3389/fvets.2021.799641,Linder K,Keith,Linder
10.3389/fvets.2021.799641,Harrison TM,Tara M.,Harrison
10.3389/fvets.2021.799641,Negrão Watanabe TT,Tatiane Terumi,Negrão Watanabe
10.3389/fvets.2021.799641,Rasche BL,Brittany L.,Rasche
10.3389/fvets.2021.799641,Tucker SM,Samuel M.,Tucker
10.3389/fvets.2021.799641,Linder K,Keith,Linder
10.3389/fvets.2021.799641,Harrison TM,Tara M.,Harrison
10.3389/fvets.2021.799641,Negrão Watanabe TT,Tatiane Terumi,Negrão Watanabe
10.3389/fvets.2021.799641,Rasche BL,Brittany L.,Rasche
10.3389/fvets.2021.799641,Tucker SM,Samuel M.,Tucker
10.3389/fvets.2021.799641,Linder K,Keith,Linder
10.3389/fvets.2021.799641,Harrison TM,Tara M.,Harrison
10.3389/fvets.2021.799641,Negrão Watanabe TT,Tatiane Terumi,Negrão Watanabe
10.3389/fvets.2021.799641,Rasche BL,Brittany L.,Rasche
10.3389/fvets.2021.799641,Tucker SM,Samuel M.,Tucker
10.3389/fvets.2021.799641,Linder K,Keith,Linder
10.3389/fvets.2021.799641,Harrison TM,Tara M.,Harrison
10.3389/fvets.2021.799641,Negrão Watanabe TT,Tatiane Terumi,Negrão Watanabe
10.3389/fvets.2021.799641,Rasche BL,Brittany L.,Rasche
10.3389/fvets.2021.799641,Tucker SM,Samuel M.,Tucker
10.3389/fvets.2021.799641,Linder K,Keith,Linder
10.3389/fvets.2021.799641,Harrison TM,Tara M.,Harrison
10.3389/fvets.2021.799641,Negrão Watanabe TT,Tatiane Terumi,Negrão Watanabe
10.1128/mbio.03272-21,Bitencourt TA,Tamires A.,Bitencourt
10.1128/mbio.03272-21,Hatanaka O,Otavio,Hatanaka
10.1128/mbio.03272-21,Pessoni AM,Andre M.,Pessoni
10.1128/mbio.03272-21,Freitas MS,Mateus S.,Freitas
10.1128/mbio.03272-21,Trentin G,Gabriel,Trentin
10.1128/mbio.03272-21,Santos P,Patrick,Santos
10.1128/mbio.03272-21,Rossi A,Antonio,Rossi
10.1128/mbio.03272-21,Martinez-Rossi NM,Nilce M.,Martinez-Rossi
10.1128/mbio.03272-21,Alves LL,Lysangela L.,Alves
10.1128/mbio.03272-21,Casadevall A,Arturo,Casadevall
10.1128/mbio.03272-21,Rodrigues ML,Marcio L.,Rodrigues
10.1128/mbio.03272-21,Almeida F,Fausto,Almeida
10.1128/mbio.03272-21,Bitencourt TA,Tamires A.,Bitencourt
10.1128/mbio.03272-21,Hatanaka O,Otavio,Hatanaka
10.1128/mbio.03272-21,Pessoni AM,Andre M.,Pessoni
10.1128/mbio.03272-21,Freitas MS,Mateus S.,Freitas
10.1128/mbio.03272-21,Trentin G,Gabriel,Trentin
10.1128/mbio.03272-21,Santos P,Patrick,Santos
10.1128/mbio.03272-21,Rossi A,Antonio,Rossi
10.1128/mbio.03272-21,Martinez-Rossi NM,Nilce M.,Martinez-Rossi
10.1128/mbio.03272-21,Alves LL,Lysangela L.,Alves
10.1128/mbio.03272-21,Casadevall A,Arturo,Casadevall
10.1128/mbio.03272-21,Rodrigues ML,Marcio L.,Rodrigues
10.1128/mbio.03272-21,Almeida F,Fausto,Almeida
10.1128/mbio.03272-21,Bitencourt TA,Tamires A.,Bitencourt
10.1128/mbio.03272-21,Hatanaka O,Otavio,Hatanaka
10.1128/mbio.03272-21,Pessoni AM,Andre M.,Pessoni
10.1128/mbio.03272-21,Freitas MS,Mateus S.,Freitas
10.1128/mbio.03272-21,Trentin G,Gabriel,Trentin
10.1128/mbio.03272-21,Santos P,Patrick,Santos
10.1128/mbio.03272-21,Rossi A,Antonio,Rossi
10.1128/mbio.03272-21,Martinez-Rossi NM,Nilce M.,Martinez-Rossi
10.1128/mbio.03272-21,Alves LL,Lysangela L.,Alves
10.1128/mbio.03272-21,Casadevall A,Arturo,Casadevall
10.1128/mbio.03272-21,Rodrigues ML,Marcio L.,Rodrigues
10.1128/mbio.03272-21,Almeida F,Fausto,Almeida
10.1128/mbio.03272-21,Bitencourt TA,Tamires A.,Bitencourt
10.1128/mbio.03272-21,Hatanaka O,Otavio,Hatanaka
10.1128/mbio.03272-21,Pessoni AM,Andre M.,Pessoni
10.1128/mbio.03272-21,Freitas MS,Mateus S.,Freitas
10.1128/mbio.03272-21,Trentin G,Gabriel,Trentin
10.1128/mbio.03272-21,Santos P,Patrick,Santos
10.1128/mbio.03272-21,Rossi A,Antonio,Rossi
10.1128/mbio.03272-21,Martinez-Rossi NM,Nilce M.,Martinez-Rossi
10.1128/mbio.03272-21,Alves LL,Lysangela L.,Alves
10.1128/mbio.03272-21,Casadevall A,Arturo,Casadevall
10.1128/mbio.03272-21,Rodrigues ML,Marcio L.,Rodrigues
10.1128/mbio.03272-21,Almeida F,Fausto,Almeida
10.1128/mbio.03272-21,Bitencourt TA,Tamires A.,Bitencourt
10.1128/mbio.03272-21,Hatanaka O,Otavio,Hatanaka
10.1128/mbio.03272-21,Pessoni AM,Andre M.,Pessoni
10.1128/mbio.03272-21,Freitas MS,Mateus S.,Freitas
10.1128/mbio.03272-21,Trentin G,Gabriel,Trentin
10.1128/mbio.03272-21,Santos P,Patrick,Santos
10.1128/mbio.03272-21,Rossi A,Antonio,Rossi
10.1128/mbio.03272-21,Martinez-Rossi NM,Nilce M.,Martinez-Rossi
10.1128/mbio.03272-21,Alves LL,Lysangela L.,Alves
10.1128/mbio.03272-21,Casadevall A,Arturo,Casadevall
10.1128/mbio.03272-21,Rodrigues ML,Marcio L.,Rodrigues
10.1128/mbio.03272-21,Almeida F,Fausto,Almeida
10.1128/mbio.03272-21,Bitencourt TA,Tamires A.,Bitencourt
10.1128/mbio.03272-21,Hatanaka O,Otavio,Hatanaka
10.1128/mbio.03272-21,Pessoni AM,Andre M.,Pessoni
10.1128/mbio.03272-21,Freitas MS,Mateus S.,Freitas
10.1128/mbio.03272-21,Trentin G,Gabriel,Trentin
10.1128/mbio.03272-21,Santos P,Patrick,Santos
10.1128/mbio.03272-21,Rossi A,Antonio,Rossi
10.1128/mbio.03272-21,Martinez-Rossi NM,Nilce M.,Martinez-Rossi
10.1128/mbio.03272-21,Alves LL,Lysangela L.,Alves
10.1128/mbio.03272-21,Casadevall A,Arturo,Casadevall
10.1128/mbio.03272-21,Rodrigues ML,Marcio L.,Rodrigues
10.1128/mbio.03272-21,Almeida F,Fausto,Almeida
10.1128/mbio.03272-21,Bitencourt TA,Tamires A.,Bitencourt
10.1128/mbio.03272-21,Hatanaka O,Otavio,Hatanaka
10.1128/mbio.03272-21,Pessoni AM,Andre M.,Pessoni
10.1128/mbio.03272-21,Freitas MS,Mateus S.,Freitas
10.1128/mbio.03272-21,Trentin G,Gabriel,Trentin
10.1128/mbio.03272-21,Santos P,Patrick,Santos
10.1128/mbio.03272-21,Rossi A,Antonio,Rossi
10.1128/mbio.03272-21,Martinez-Rossi NM,Nilce M.,Martinez-Rossi
10.1128/mbio.03272-21,Alves LL,Lysangela L.,Alves
10.1128/mbio.03272-21,Casadevall A,Arturo,Casadevall
10.1128/mbio.03272-21,Rodrigues ML,Marcio L.,Rodrigues
10.1128/mbio.03272-21,Almeida F,Fausto,Almeida
10.1128/mbio.03272-21,Bitencourt TA,Tamires A.,Bitencourt
10.1128/mbio.03272-21,Hatanaka O,Otavio,Hatanaka
10.1128/mbio.03272-21,Pessoni AM,Andre M.,Pessoni
10.1128/mbio.03272-21,Freitas MS,Mateus S.,Freitas
10.1128/mbio.03272-21,Trentin G,Gabriel,Trentin
10.1128/mbio.03272-21,Santos P,Patrick,Santos
10.1128/mbio.03272-21,Rossi A,Antonio,Rossi
10.1128/mbio.03272-21,Martinez-Rossi NM,Nilce M.,Martinez-Rossi
