doi,keyword,given_name,family_name,affiliation,address
10.1128/AEM.00304-20,Trichosporon,Kelsy,Robinson,"Department of Animal and Food Sciences, Oklahoma State University, Stillwater, Oklahoma, USA","OSU Cross Country Course, 310 N Monroe St #74078, Stillwater, OK 74075, USA"
10.1128/AEM.00304-20,Trichosporon,Yingping,Xiao,"Institute of Quality and Standards for Agro-products, Zhejiang Academy of Agricultural Sciences, Hangzhou, China","China, Zhe Jiang Sheng, Hang Zhou Shi, Xia Cheng Qu, 德胜快速路出口854V+V8Q 邮政编码: 310004"
10.1128/AEM.00304-20,Trichosporon,Timothy J.,Johnson,"Department of Veterinary and Biomedical Sciences, University of Minnesota, St. Paul, Minnesota, USA","1971 Commonwealth Ave, Falcon Heights, MN 55108, USA"
10.1128/AEM.00304-20,Trichosporon,Binlong,Chen,"Department of Animal and Food Sciences, Oklahoma State University, Stillwater, Oklahoma, USA","OSU Cross Country Course, 310 N Monroe St #74078, Stillwater, OK 74075, USA"
10.1128/AEM.00304-20,Trichosporon,Qing,Yang,"Department of Animal and Food Sciences, Oklahoma State University, Stillwater, Oklahoma, USA","OSU Cross Country Course, 310 N Monroe St #74078, Stillwater, OK 74075, USA"
10.1128/AEM.00304-20,Trichosporon,Wentao,Lyu,"Department of Animal and Food Sciences, Oklahoma State University, Stillwater, Oklahoma, USA","OSU Cross Country Course, 310 N Monroe St #74078, Stillwater, OK 74075, USA"
10.1128/AEM.00304-20,Trichosporon,Jing,Wang,"Department of Animal and Food Sciences, Oklahoma State University, Stillwater, Oklahoma, USA","OSU Cross Country Course, 310 N Monroe St #74078, Stillwater, OK 74075, USA"
10.1128/AEM.00304-20,Trichosporon,Nicole,Fansler,"Department of Animal and Food Sciences, Oklahoma State University, Stillwater, Oklahoma, USA","OSU Cross Country Course, 310 N Monroe St #74078, Stillwater, OK 74075, USA"
10.1128/AEM.00304-20,Trichosporon,Sage,Becker,"Department of Animal and Food Sciences, Oklahoma State University, Stillwater, Oklahoma, USA","OSU Cross Country Course, 310 N Monroe St #74078, Stillwater, OK 74075, USA"
10.1128/AEM.00304-20,Trichosporon,Jing,Liu,"Department of Animal and Food Sciences, Oklahoma State University, Stillwater, Oklahoma, USA","OSU Cross Country Course, 310 N Monroe St #74078, Stillwater, OK 74075, USA"
10.1128/AEM.00304-20,Trichosporon,Hua,Yang,"Institute of Quality and Standards for Agro-products, Zhejiang Academy of Agricultural Sciences, Hangzhou, China","China, Zhe Jiang Sheng, Hang Zhou Shi, Xia Cheng Qu, 德胜快速路出口854V+V8Q 邮政编码: 310004"
10.1128/AEM.00304-20,Trichosporon,Guolong,Zhang,"Department of Animal and Food Sciences, Oklahoma State University, Stillwater, Oklahoma, USA","OSU Cross Country Course, 310 N Monroe St #74078, Stillwater, OK 74075, USA"
10.1093/ofid/ofab256,Trichosporon,Isaiah R,Turnbull,"Department of Surgery, Washington University School of Medicine, St. Louis, Missouri, USA","660 S Euclid Ave, St. Louis, MO 63110, USA"
10.1093/ofid/ofab256,Trichosporon,Monty B,Mazer,"Department of Anesthesiology, Washington University School of Medicine, St. Louis, Missouri, USA","660 S Euclid Ave, St. Louis, MO 63110, USA"
10.1093/ofid/ofab256,Trichosporon,Mark H,Hoofnagle,"Department of Surgery, Washington University School of Medicine, St. Louis, Missouri, USA","660 S Euclid Ave, St. Louis, MO 63110, USA"
10.1093/ofid/ofab256,Trichosporon,John P,Kirby,"Department of Surgery, Washington University School of Medicine, St. Louis, Missouri, USA","660 S Euclid Ave, St. Louis, MO 63110, USA"
10.1093/ofid/ofab256,Trichosporon,Jennifer M,Leonard,"Department of Surgery, Washington University School of Medicine, St. Louis, Missouri, USA","660 S Euclid Ave, St. Louis, MO 63110, USA"
10.1093/ofid/ofab256,Trichosporon,Carlos,Mejia-Chew,"Department of Medicine, Washington University School of Medicine, St. Louis, Missouri, USA","St. Louis, MO 63110, USA"
10.1093/ofid/ofab256,Trichosporon,Andrej,Spec,"Department of Medicine, Washington University School of Medicine, St. Louis, Missouri, USA","St. Louis, MO 63110, USA"
10.1093/ofid/ofab256,Trichosporon,Jane,Blood,"Department of Anesthesiology, Washington University School of Medicine, St. Louis, Missouri, USA","660 S Euclid Ave, St. Louis, MO 63110, USA"
10.1093/ofid/ofab256,Trichosporon,Sydney M,Miles,"Department of Anesthesiology, Washington University School of Medicine, St. Louis, Missouri, USA","660 S Euclid Ave, St. Louis, MO 63110, USA"
10.1093/ofid/ofab256,Trichosporon,Eric M,Ransom,"Department of Pathology & Immunology, Washington University School of Medicine, St. Louis, Missouri, USA","660 S Euclid Ave, St. Louis, MO 63110, USA"
10.1093/ofid/ofab256,Trichosporon,Robert F,Potter,"Department of Pathology & Immunology, Washington University School of Medicine, St. Louis, Missouri, USA","660 S Euclid Ave, St. Louis, MO 63110, USA"
10.1093/ofid/ofab256,Trichosporon,Joseph P,Gaut,"Department of Pathology & Immunology, Washington University School of Medicine, St. Louis, Missouri, USA","660 S Euclid Ave, St. Louis, MO 63110, USA"
10.1093/ofid/ofab256,Trichosporon,Kenneth E,Remy,"Department of Pediatrics, Washington University School of Medicine, St. Louis, Missouri, USA","660 S Euclid Ave, St. Louis, MO 63110, USA"
10.1093/ofid/ofab256,Trichosporon,Richard S,Hotchkiss,"Department of Surgery, Washington University School of Medicine, St. Louis, Missouri, USA","660 S Euclid Ave, St. Louis, MO 63110, USA"
10.1128/mSphere.00166-19,Rhodotorula,Johnathan,Yockey,"St. Louis College of Pharmacy, St. Louis, Missouri, USA","St. Louis College of Pharmacy Parking Garage, 1 PHARMACY PL, St. Louis, MO 63110, USA"
10.1128/mSphere.00166-19,Rhodotorula,Luke,Andres,"St. Louis College of Pharmacy, St. Louis, Missouri, USA","St. Louis College of Pharmacy Parking Garage, 1 PHARMACY PL, St. Louis, MO 63110, USA"
10.1128/mSphere.00166-19,Rhodotorula,Moleigh,Carson,"St. Louis College of Pharmacy, St. Louis, Missouri, USA","St. Louis College of Pharmacy Parking Garage, 1 PHARMACY PL, St. Louis, MO 63110, USA"
10.1128/mSphere.00166-19,Rhodotorula,Jeramia J.,Ory,"St. Louis College of Pharmacy, St. Louis, Missouri, USA","St. Louis College of Pharmacy Parking Garage, 1 PHARMACY PL, St. Louis, MO 63110, USA"
10.1128/mSphere.00166-19,Rhodotorula,Amy J.,Reese,"St. Louis College of Pharmacy, St. Louis, Missouri, USA","St. Louis College of Pharmacy Parking Garage, 1 PHARMACY PL, St. Louis, MO 63110, USA"
10.1094/PDIS-04-22-0916-PDN,Geotrichum,J. F.,Willbur,"Department of Plant, Soil and Microbial Sciences, Michigan State University, East Lansing, MI 48824","Plant and Soil Sciences Building, 1066 Bogue St Room A286, East Lansing, MI 48824, USA"
10.1094/PDIS-04-22-0916-PDN,Geotrichum,E. M.,Schlachter,"Department of Plant, Soil and Microbial Sciences, Michigan State University, East Lansing, MI 48824","Plant and Soil Sciences Building, 1066 Bogue St Room A286, East Lansing, MI 48824, USA"
10.1094/PDIS-04-22-0916-PDN,Geotrichum,M.,Satoh-Cruz,"Department of Plant, Soil and Microbial Sciences, Michigan State University, East Lansing, MI 48824","Plant and Soil Sciences Building, 1066 Bogue St Room A286, East Lansing, MI 48824, USA"
10.1094/PDIS-04-22-0916-PDN,Geotrichum,S.,Ruth,"Department of Plant, Soil and Microbial Sciences, Michigan State University, East Lansing, MI 48824","Plant and Soil Sciences Building, 1066 Bogue St Room A286, East Lansing, MI 48824, USA"
10.1094/PDIS-04-22-0916-PDN,Geotrichum,C.,Burek,"Department of Plant, Soil and Microbial Sciences, Michigan State University, East Lansing, MI 48824","Plant and Soil Sciences Building, 1066 Bogue St Room A286, East Lansing, MI 48824, USA"
10.1094/PDIS-04-22-0916-PDN,Geotrichum,J.,Byrne,"Plant & Pest Diagnostics, Michigan State University, East Lansing, MI 48824","Center for Integrated Plant Systems, 578 Wilson Rd Room 107, East Lansing, MI 48824, USA"
10.1111/ctr.13587,Pneumocystis,Jay A.,Fishman,"Medicine, Transplant Infectious Diseases and Transplant Center Massachusetts General Hospital and Harvard Medical School Boston Massachusetts","165 Cambridge St Ste 301, Boston, MA 02114, USA"
10.1111/ctr.13587,Pneumocystis,Hayley,Gans,"Medicine, Pediatric Infectious Diseases Program for Immunocompromised Hosts Stanford University Stanford California","730 Welch Rd, Palo Alto, CA 94304, USA"
10.3390/jof9060602,Pneumocystis,Jia,Fan,"Department of Biochemistry, Center for Cellular & Molecular Diagnostics, Tulane University School of Medicine, New Orleans, LA 70112, USA","New Orleans, LA 70118, USA"
10.3390/jof9060602,Pneumocystis,Monika L.,Dietrich,"Department of Pediatrics, Tulane University School of Medicine, New Orleans, LA 70112, USA","1415 Tulane Ave, New Orleans, LA 70112, USA"
10.3390/jof9060602,Pneumocystis,Kevin J.,Zwezdaryk,"Department of Microbiology and Immunology, Tulane University School of Medicine, New Orleans, LA 70112, USA","1430 Tulane Ave, New Orleans, LA 70112, USA"
10.3390/jof9060602,Pneumocystis,James E.,Robinson,"Department of Pediatrics, Tulane University School of Medicine, New Orleans, LA 70112, USA","1415 Tulane Ave, New Orleans, LA 70112, USA"
10.3390/jof9060602,Pneumocystis,Samuel J.,Landry,"Department of Biochemistry and Molecular Biology, Tulane University School of Medicine, New Orleans, LA 70112, USA","New Orleans, LA 70118, USA"
10.1128/mSphere.00488-19,Pneumocystis,Taylor,Eddens,"UPMC Children’s Hospital of Pittsburgh, Pittsburgh, Pennsylvania, USA","4401 Penn Ave, Pittsburgh, PA 15224, USA"
10.1128/mSphere.00488-19,Pneumocystis,Waleed,Elsegeiny,"UPMC Children’s Hospital of Pittsburgh, Pittsburgh, Pennsylvania, USA","4401 Penn Ave, Pittsburgh, PA 15224, USA"
10.1128/mSphere.00488-19,Pneumocystis,David,Ricks,"UPMC Children’s Hospital of Pittsburgh, Pittsburgh, Pennsylvania, USA","4401 Penn Ave, Pittsburgh, PA 15224, USA"
10.1128/mSphere.00488-19,Pneumocystis,Meagan,Goodwin,"UPMC Children’s Hospital of Pittsburgh, Pittsburgh, Pennsylvania, USA","4401 Penn Ave, Pittsburgh, PA 15224, USA"
10.1128/mSphere.00488-19,Pneumocystis,William T.,Horne,"UPMC Children’s Hospital of Pittsburgh, Pittsburgh, Pennsylvania, USA","4401 Penn Ave, Pittsburgh, PA 15224, USA"
10.1128/mSphere.00488-19,Pneumocystis,Mingquan,Zheng,"UPMC Children’s Hospital of Pittsburgh, Pittsburgh, Pennsylvania, USA","4401 Penn Ave, Pittsburgh, PA 15224, USA"
10.1128/mSphere.00488-19,Pneumocystis,Jay K.,Kolls,"Center for Translational Research in Infection and Inflammation, Tulane School of Medicine, New Orleans, Louisiana, USA","131 S Robertson St 3rd Floor, New Orleans, LA 70112, USA"
10.1093/cid/ciac882,Blastomyces,Patrick B,Mazi,"Division of Infectious Diseases, Department of Medicine, Washington University School of Medicine , St Louis, Missouri , USA","4990 Children's Pl, St. Louis, MO 63110, USA"
10.1093/cid/ciac882,Blastomyces,John M,Sahrmann,"Division of Infectious Diseases, Department of Medicine, Washington University School of Medicine , St Louis, Missouri , USA","4990 Children's Pl, St. Louis, MO 63110, USA"
10.1093/cid/ciac882,Blastomyces,Margaret A,Olsen,"Division of Infectious Diseases, Department of Medicine, Washington University School of Medicine , St Louis, Missouri , USA","4990 Children's Pl, St. Louis, MO 63110, USA"
10.1093/cid/ciac882,Blastomyces,Ariella,Coler-Reilly,"Division of Bone and Mineral Diseases, Department of Medicine, Washington University School of Medicine , St Louis, Missouri , USA","St. Louis, MO 63110, USA"
10.1093/cid/ciac882,Blastomyces,Adriana M,Rauseo,"Division of Infectious Diseases, Department of Medicine, Washington University School of Medicine , St Louis, Missouri , USA","4990 Children's Pl, St. Louis, MO 63110, USA"
10.1093/cid/ciac882,Blastomyces,Matthew,Pullen,"Division of Infectious Diseases and International Medicine, University of Minnesota , Minneapolis, Minnesota , USA","420 Delaware St SE # D416, Minneapolis, MN 55455, USA"
10.1093/cid/ciac882,Blastomyces,Julio C,Zuniga-Moya,"Division of Infectious Diseases, Department of Medicine, Washington University School of Medicine , St Louis, Missouri , USA","4990 Children's Pl, St. Louis, MO 63110, USA"
10.1093/cid/ciac882,Blastomyces,William G,Powderly,"Division of Infectious Diseases, Department of Medicine, Washington University School of Medicine , St Louis, Missouri , USA","4990 Children's Pl, St. Louis, MO 63110, USA"
10.1093/cid/ciac882,Blastomyces,Andrej,Spec,"Division of Infectious Diseases, Department of Medicine, Washington University School of Medicine , St Louis, Missouri , USA","4990 Children's Pl, St. Louis, MO 63110, USA"
10.1002/cpmc.132,Blastomyces,Gregory C.,Kujoth,Department of Pediatrics University of Wisconsin‐Madison  Madison Wisconsin,"600 Highland Ave, Madison, WI 53792, USA"
10.1002/cpmc.132,Blastomyces,Thomas D.,Sullivan,Department of Pediatrics University of Wisconsin‐Madison  Madison Wisconsin,"600 Highland Ave, Madison, WI 53792, USA"
10.1002/cpmc.132,Blastomyces,Bruce S.,Klein,Department of Pediatrics University of Wisconsin‐Madison  Madison Wisconsin,"600 Highland Ave, Madison, WI 53792, USA"
10.1093/ofid/ofac609,Histoplasmosis,Gayathri,Krishnan,"Division of Infectious Diseases, Washington University School of Medicine , St Louis, Missouri , USA","4990 Children's Pl, St. Louis, MO 63110, USA"
10.1093/ofid/ofac609,Histoplasmosis,Margaret,Power,"Department of Obstetrics and Gynecology, Mountain Area Health Education Center , Asheville, North Carolina , USA","119 Hendersonville Rd, Asheville, NC 28803, USA"
10.1093/ofid/ofac609,Histoplasmosis,J Ryan,Bariola,"Division of Infectious Diseases, University of Pittsburgh School of Medicine , Pittsburgh, Pennsylvania , USA","Pittsburgh, PA 15213, USA"
10.1093/ofid/ofac609,Histoplasmosis,Ryan,Dare,"Division of Infectious Diseases, University of Arkansas for Medical Sciences , Little Rock, Arkansas , USA","4110 Outpatient Circle Outpatient Center Second Floor, Suite 2P, Little Rock, AR 72205, USA"
10.1128/msphere.00370-23,Histoplasma,Bastian,Joehnk,"Department of Microbiology and Immunology, University of California, San Francisco, San Francisco, California, USA","400 Parnassus Ave Second Floor, San Francisco, CA 94143, USA"
10.1128/msphere.00370-23,Histoplasma,Nebat,Ali,"Department of Microbiology and Immunology, University of California, San Francisco, San Francisco, California, USA","400 Parnassus Ave Second Floor, San Francisco, CA 94143, USA"
10.1128/msphere.00370-23,Histoplasma,Mark,Voorhies,"Department of Microbiology and Immunology, University of California, San Francisco, San Francisco, California, USA","400 Parnassus Ave Second Floor, San Francisco, CA 94143, USA"
10.1128/msphere.00370-23,Histoplasma,Keith,Walcott,"Department of Microbiology and Immunology, University of California, San Francisco, San Francisco, California, USA","400 Parnassus Ave Second Floor, San Francisco, CA 94143, USA"
10.1128/msphere.00370-23,Histoplasma,Anita,Sil,"Department of Microbiology and Immunology, University of California, San Francisco, San Francisco, California, USA","400 Parnassus Ave Second Floor, San Francisco, CA 94143, USA"
10.1128/mbio.03773-21,Histoplasma,Stephanie C.,Ray,"Department of Microbiology, Ohio State University, Columbus, Ohio, USA","105, Biological Sciences Bldg, 484 W 12th Ave, Columbus, OH 43210, USA"
10.1128/mbio.03773-21,Histoplasma,Chad A.,Rappleye,"Department of Microbiology, Ohio State University, Columbus, Ohio, USA","105, Biological Sciences Bldg, 484 W 12th Ave, Columbus, OH 43210, USA"
10.1128/mSphere.00742-20,Histoplasma,Grant S.,Jones,"Department of Microbiology and Immunology, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, USA","Mary Ellen Jones Building, Chapel Hill, NC 27599, USA"
10.1128/mSphere.00742-20,Histoplasma,Victoria E.,Sepúlveda,"Department of Microbiology and Immunology, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, USA","Mary Ellen Jones Building, Chapel Hill, NC 27599, USA"
10.1128/mSphere.00742-20,Histoplasma,William E.,Goldman,"Department of Microbiology and Immunology, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, USA","Mary Ellen Jones Building, Chapel Hill, NC 27599, USA"
10.1128/mbio.02574-21,Histoplasma,Mark,Voorhies,"Department of Microbiology and Immunology, University of California, San Francisco, San Francisco, California, USA","400 Parnassus Ave Second Floor, San Francisco, CA 94143, USA"
10.1128/mbio.02574-21,Histoplasma,Shirli,Cohen,"Department of Infectious Diseases, J. Craig Venter Institute, La Jolla, California, USA","4120 Capricorn Ln, La Jolla, CA 92037, USA"
10.1128/mbio.02574-21,Histoplasma,Terrance P.,Shea,"Broad Institute of MIT and Harvard, Cambridge, Massachusetts, USA","Merkin Building, 415 Main St, Cambridge, MA 02142, USA"
10.1128/mbio.02574-21,Histoplasma,Semar,Petrus,"Department of Infectious Diseases, J. Craig Venter Institute, La Jolla, California, USA","4120 Capricorn Ln, La Jolla, CA 92037, USA"
10.1128/mbio.02574-21,Histoplasma,José F.,Muñoz,"Broad Institute of MIT and Harvard, Cambridge, Massachusetts, USA","Merkin Building, 415 Main St, Cambridge, MA 02142, USA"
10.1128/mbio.02574-21,Histoplasma,Shane,Poplawski,"Department of Infectious Diseases, J. Craig Venter Institute, La Jolla, California, USA","4120 Capricorn Ln, La Jolla, CA 92037, USA"
10.1128/mbio.02574-21,Histoplasma,William E.,Goldman,"Department of Microbiology and Immunology, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, USA","Mary Ellen Jones Building, Chapel Hill, NC 27599, USA"
10.1128/mbio.02574-21,Histoplasma,Todd P.,Michael,"Department of Infectious Diseases, J. Craig Venter Institute, La Jolla, California, USA","4120 Capricorn Ln, La Jolla, CA 92037, USA"
10.1128/mbio.02574-21,Histoplasma,Christina A.,Cuomo,"Broad Institute of MIT and Harvard, Cambridge, Massachusetts, USA","Merkin Building, 415 Main St, Cambridge, MA 02142, USA"
10.1128/mbio.02574-21,Histoplasma,Anita,Sil,"Department of Microbiology and Immunology, University of California, San Francisco, San Francisco, California, USA","400 Parnassus Ave Second Floor, San Francisco, CA 94143, USA"
10.1128/mbio.02574-21,Histoplasma,Sinem,Beyhan,"Department of Infectious Diseases, J. Craig Venter Institute, La Jolla, California, USA","4120 Capricorn Ln, La Jolla, CA 92037, USA"
10.1177/1098612X19846987,Microsporum,Karen A,Moriello,"School of Veterinary Medicine, University of Wisconsin–Madison, Madison, WI, USA","Veterinary Medicine Bldg, 2015 Linden Dr, Madison, WI 53706, USA"
10.1177/1098612X19846987,Microsporum,Rebecca,Stuntebeck,"Dane County Humane Society, Madison, WI, USA","5132 Voges Rd, Madison, WI 53718, USA"
10.1094/PDIS-06-20-1376-RE,Fusarium,Brian,Mueller,"Department of Plant Pathology, University of Wisconsin-Madison, Madison, WI 53706","Russell Laboratories, 1630 Linden Dr Room 240, Madison, WI 53706, USA"
10.1094/PDIS-06-20-1376-RE,Fusarium,Carol L.,Groves,"Department of Plant Pathology, University of Wisconsin-Madison, Madison, WI 53706","Russell Laboratories, 1630 Linden Dr Room 240, Madison, WI 53706, USA"
10.1094/PDIS-06-20-1376-RE,Fusarium,Damon L.,Smith,"Department of Plant Pathology, University of Wisconsin-Madison, Madison, WI 53706","Russell Laboratories, 1630 Linden Dr Room 240, Madison, WI 53706, USA"
10.1094/PDIS-09-21-2105-SR,Fusarium,Terry J.,Torres-Cruz,"Department of Plant Pathology and Environmental Microbiology, The Pennsylvania State University, University Park, PA 16802, U.S.A.","Buckhout Laboratory, State College, PA 16801, USA"
10.1094/PDIS-09-21-2105-SR,Fusarium,Yong-Hwan,Lee,"Department of Agricultural Biotechnology, Seoul National University, Seoul 08826, Korea","1 Gwanak-ro, Gwanak-gu, Seoul, South Korea"
10.1094/PDIS-09-21-2105-SR,Fusarium,Emma C.,Wallace,"Department of Plant Pathology and Environmental Microbiology, The Pennsylvania State University, University Park, PA 16802, U.S.A.","Buckhout Laboratory, State College, PA 16801, USA"
10.1094/PDIS-09-21-2105-SR,Fusarium,Chyanna T.,McGee,"Department of Plant Pathology and Environmental Microbiology, The Pennsylvania State University, University Park, PA 16802, U.S.A.","Buckhout Laboratory, State College, PA 16801, USA"
10.1094/PDIS-09-21-2105-SR,Fusarium,Seogchan,Kang,"Department of Plant Pathology and Environmental Microbiology, The Pennsylvania State University, University Park, PA 16802, U.S.A.","Buckhout Laboratory, State College, PA 16801, USA"
10.1094/PDIS-09-21-2105-SR,Fusarium,David M.,Geiser,"Department of Plant Pathology and Environmental Microbiology, The Pennsylvania State University, University Park, PA 16802, U.S.A.","Buckhout Laboratory, State College, PA 16801, USA"
10.1080/00275514.2020.1816387,Conidiobolus,A. B.,Jensen,"Department of Plant and Environmental Science, University of Copenhagen, Frederiksberg Campus, Copenhagen, Denmark","Denmark Københavns Universitet, Frederiksberg Campus, Rolighedsvej 30, 1958 Frederiksberg, Denmark"
10.1080/00275514.2020.1816387,Conidiobolus,C. C.,Lopez Lastra,"Centro de Estudios Parasitológicos y de Vectores, CONICET–Universidad Nacional de La Plata, La Plata, Argentina","Blvd. 120 1900, B1900 La Plata, Provincia de Buenos Aires, Argentina"
10.1128/mbio.03272-21,Paracoccidioides,Tamires A.,Bitencourt,"Department of Biochemistry and Immunology, Ribeirao Preto Medical School, University of São Paulo, Ribeirao Preto, São Paulo, Brazil","Campus da USP - Cidade Universitária, Ribeirão Preto - SP, 14040-900, Brazil"
10.1128/mbio.03272-21,Paracoccidioides,Otavio,Hatanaka,"Department of Biochemistry and Immunology, Ribeirao Preto Medical School, University of São Paulo, Ribeirao Preto, São Paulo, Brazil","Campus da USP - Cidade Universitária, Ribeirão Preto - SP, 14040-900, Brazil"
10.1128/mbio.03272-21,Paracoccidioides,Andre M.,Pessoni,"Department of Biochemistry and Immunology, Ribeirao Preto Medical School, University of São Paulo, Ribeirao Preto, São Paulo, Brazil","Campus da USP - Cidade Universitária, Ribeirão Preto - SP, 14040-900, Brazil"
10.1128/mbio.03272-21,Paracoccidioides,Mateus S.,Freitas,"Department of Biochemistry and Immunology, Ribeirao Preto Medical School, University of São Paulo, Ribeirao Preto, São Paulo, Brazil","Campus da USP - Cidade Universitária, Ribeirão Preto - SP, 14040-900, Brazil"
10.1128/mbio.03272-21,Paracoccidioides,Gabriel,Trentin,"Department of Biochemistry and Immunology, Ribeirao Preto Medical School, University of São Paulo, Ribeirao Preto, São Paulo, Brazil","Campus da USP - Cidade Universitária, Ribeirão Preto - SP, 14040-900, Brazil"
10.1128/mbio.03272-21,Paracoccidioides,Patrick,Santos,"Department of Biochemistry and Immunology, Ribeirao Preto Medical School, University of São Paulo, Ribeirao Preto, São Paulo, Brazil","Campus da USP - Cidade Universitária, Ribeirão Preto - SP, 14040-900, Brazil"
10.1128/mbio.03272-21,Paracoccidioides,Antonio,Rossi,"Department of Genetics, Ribeirão Preto Medical School, University of São Paulo, Ribeirão Preto, São Paulo, Brazil","Av. Bandeirantes, 3900 - Vila Monte Alegre, Ribeirão Preto - SP, 14049-900, Brazil"
10.1128/mbio.03272-21,Paracoccidioides,Nilce M.,Martinez-Rossi,"Department of Genetics, Ribeirão Preto Medical School, University of São Paulo, Ribeirão Preto, São Paulo, Brazil","Av. Bandeirantes, 3900 - Vila Monte Alegre, Ribeirão Preto - SP, 14049-900, Brazil"
10.1128/mbio.03272-21,Paracoccidioides,Lysangela L.,Alves,"Gene Expression Regulation Laboratory, Carlos Chagas Institute, Fiocruz, Curitiba, PR, Brazil","Rua Professor Algacyr Munhoz Mader, 3775 - Cidade Industrial de Curitiba, Curitiba - PR, 81310-020, Brazil"
10.1128/mbio.03272-21,Paracoccidioides,Arturo,Casadevall,"Department of Molecular Microbiology and Immunology, Johns Hopkins Bloomberg School of Public Health, Baltimore, Maryland, USA","615 N Wolfe St, Baltimore, MD 21205, USA"
10.1128/mbio.03272-21,Paracoccidioides,Marcio L.,Rodrigues,"Gene Expression Regulation Laboratory, Carlos Chagas Institute, Fiocruz, Curitiba, PR, Brazil","Rua Professor Algacyr Munhoz Mader, 3775 - Cidade Industrial de Curitiba, Curitiba - PR, 81310-020, Brazil"
10.1128/mbio.03272-21,Paracoccidioides,Fausto,Almeida,"Department of Biochemistry and Immunology, Ribeirao Preto Medical School, University of São Paulo, Ribeirao Preto, São Paulo, Brazil","Campus da USP - Cidade Universitária, Ribeirão Preto - SP, 14040-900, Brazil"
10.1097/DAD.0000000000002601,Coccidioides,Madeline,Brown,"University of Maryland School of Medicine, Baltimore, MD;","737 W Lombard St, Baltimore, MD 21201, USA"
10.1097/DAD.0000000000002601,Coccidioides,Albert E.,Zhou,"Department of Dermatology, UConn Health, Farmington, CT;","21 South Rd, Farmington, CT 06032, USA"
10.1097/DAD.0000000000002601,Coccidioides,David F.,Jaffe,"Tideway Dermatology, Affiliate of Anne Arundel Dermatology, Bel Air, MD; and","615 W MacPhail Rd, Bel Air, MD 21014, USA"
10.1097/DAD.0000000000002601,Coccidioides,Richard G.,Pfau,"Dermatopathology Department of Anne Arundel Dermatology, Glen Burnie, MD.","810 Landmark Dr, Glen Burnie, MD 21061, USA"
10.1093/g3journal/jkab132,Coccidioides,Marcus,de Melo Teixeira,"Pathogen and Microbiome Institute, Northern Arizona University, Flagstaff, AZ 86011, USA","1395 Knoles Dr, Flagstaff, AZ 86011, USA"
10.1093/g3journal/jkab132,Coccidioides,Daniel R,Matute,"Biology Department, University of North Carolina, Chapel Hill, NC 27599, USA","Coker Hall, 120 South Rd, Chapel Hill, NC 27599, USA"
10.1093/g3journal/jkab132,Coccidioides,Jason E,Stajich,"Institute for Integrative Genome Biology, University of California, Riverside, CA 92521, USA","Eucalyptus Dr, Riverside, CA 92507, USA"
10.1093/g3journal/jkab132,Coccidioides,Bridget M,Barker,"Pathogen and Microbiome Institute, Northern Arizona University, Flagstaff, AZ 86011, USA","1395 Knoles Dr, Flagstaff, AZ 86011, USA"
10.1177/03009858221075589,Talaromyces,Rebecca L.,Bacon,"Texas A&M University, College Station, TX","125 Spence St, College Station, TX 77843, USA"
10.1177/03009858221075589,Talaromyces,Stephanie A.,Lovell,"Texas A&M University, College Station, TX","125 Spence St, College Station, TX 77843, USA"
10.1177/03009858221075589,Talaromyces,Aline,Rodrigues Hoffman,"University of Florida, Gainesville, FL","Gainesville, FL 32601, USA"
10.1177/03009858221075589,Talaromyces,Alycia P.,Fratzke,"Texas A&M University, College Station, TX","125 Spence St, College Station, TX 77843, USA"
10.1093/ajcp/aqab070,Scedosporium,Mia S,DeSimone,"Department of Pathology, Brigham and Women’s Hospital , Boston, MA , USA","Dept. of Pathology, 75 Francis St, Boston, MA 02215, USA"
10.1093/ajcp/aqab070,Scedosporium,Jessica W,Crothers,"Department of Pathology, Brigham and Women’s Hospital , Boston, MA , USA","Dept. of Pathology, 75 Francis St, Boston, MA 02215, USA"
10.1093/ajcp/aqab070,Scedosporium,Isaac H,Solomon,"Department of Pathology, Brigham and Women’s Hospital , Boston, MA , USA","Dept. of Pathology, 75 Francis St, Boston, MA 02215, USA"
10.1093/ajcp/aqab070,Scedosporium,Alvaro C,Laga,"Department of Pathology, Brigham and Women’s Hospital , Boston, MA , USA","Dept. of Pathology, 75 Francis St, Boston, MA 02215, USA"
10.1111/bjd.21687,Malassezia,Rachel,Lefferdink,Northwestern University Feinberg School of Medicine Chicago IL USA,"303 E Chicago Ave, Chicago, IL 60611, USA"
10.1111/bjd.21687,Malassezia,Kaibo,Duan,"Singapore Immunology Network Agency for Science, Technology and Research 8A Biomedical Grove, #03 Immunos Singapore 138648 Singapore","8a Biomedical Grove, Singapore 138648"
10.1111/bjd.21687,Malassezia,Erin,Ibler,Northwestern University Feinberg School of Medicine Chicago IL USA,"303 E Chicago Ave, Chicago, IL 60611, USA"
10.1111/bjd.21687,Malassezia,Benedict,Wu,Northwestern University Feinberg School of Medicine Chicago IL USA,"303 E Chicago Ave, Chicago, IL 60611, USA"
