doi,author_name,given_name,family_name,keyword,pubmed_id,affiliation,institute,address
10.1016/j.cell.2022.09.015,Iliev ID,Iliyan D.,Iliev,Blastomyces,36179671,"The Jill Roberts Institute for Research in Inflammatory Bowel Disease, Weill Cornell Medicine, Cornell University, New York, NY 10021, USA; Joan and Sanford I. Weill Department of Medicine, Weill Cornell Medicine, Cornell University, New York, NY 10021, USA; Department of Microbiology and Immunology, Weill Cornell Medicine, Cornell University, New York, NY 10065, USA. Electronic address: iliev@med.cornell.edu.",Cornell University,"Ithaca, NY 14850, USA"
10.1093/cid/ciac882,Mazi PB,Patrick B,Mazi,Blastomyces,36366776,"Division of Infectious Diseases, Department of Medicine, Washington University School of Medicine, St Louis, Missouri, USA.",Washington University School of Medicine,"4990 Children's Pl, St. Louis, MO 63110, USA"
10.1093/cid/ciac882,Sahrmann JM,John M,Sahrmann,Blastomyces,36366776,"Division of Infectious Diseases, Department of Medicine, Washington University School of Medicine, St Louis, Missouri, USA.",Washington University School of Medicine,"4990 Children's Pl, St. Louis, MO 63110, USA"
10.1093/cid/ciac882,Olsen MA,Margaret A,Olsen,Blastomyces,36366776,"Division of Infectious Diseases, Department of Medicine, Washington University School of Medicine, St Louis, Missouri, USA.",Washington University School of Medicine,"4990 Children's Pl, St. Louis, MO 63110, USA"
10.1093/cid/ciac882,Coler-Reilly A,Ariella,Coler-Reilly,Blastomyces,36366776,"Division of Bone and Mineral Diseases, Department of Medicine, Washington University School of Medicine, St Louis, Missouri, USA.",Washington University School of Medicine,"St. Louis, MO 63110, USA"
10.1093/cid/ciac882,Rauseo AM,Adriana M,Rauseo,Blastomyces,36366776,"Division of Infectious Diseases, Department of Medicine, Washington University School of Medicine, St Louis, Missouri, USA.",Washington University School of Medicine,"4990 Children's Pl, St. Louis, MO 63110, USA"
10.1093/cid/ciac882,Pullen M,Matthew,Pullen,Blastomyces,36366776,"Division of Infectious Diseases and International Medicine, University of Minnesota, Minneapolis, Minnesota, USA.",University of Minnesota,"420 Delaware St SE # D416, Minneapolis, MN 55455, USA"
10.1093/cid/ciac882,Zuniga-Moya JC,Julio C,Zuniga-Moya,Blastomyces,36366776,"Division of Infectious Diseases, Department of Medicine, Washington University School of Medicine, St Louis, Missouri, USA.",Washington University School of Medicine,"4990 Children's Pl, St. Louis, MO 63110, USA"
10.1093/cid/ciac882,Powderly WG,William G,Powderly,Blastomyces,36366776,"Division of Infectious Diseases, Department of Medicine, Washington University School of Medicine, St Louis, Missouri, USA.",Washington University School of Medicine,"4990 Children's Pl, St. Louis, MO 63110, USA"
10.1093/cid/ciac882,Spec A,Andrej,Spec,Blastomyces,36366776,"Division of Infectious Diseases, Department of Medicine, Washington University School of Medicine, St Louis, Missouri, USA.",Washington University School of Medicine,"4990 Children's Pl, St. Louis, MO 63110, USA"
10.1002/cpmc.132,Kujoth GC,Gregory C.,Kujoth,Blastomyces,33315302,"Department of Pediatrics, University of Wisconsin-Madison, Madison, Wisconsin.",University of Wisconsin-Madison,"600 Highland Ave, Madison, WI 53792, USA"
10.1002/cpmc.132,Sullivan TD,Thomas D.,Sullivan,Blastomyces,33315302,"Department of Pediatrics, University of Wisconsin-Madison, Madison, Wisconsin.",University of Wisconsin-Madison,"600 Highland Ave, Madison, WI 53792, USA"
10.1002/cpmc.132,Klein BS,Bruce S.,Klein,Blastomyces,33315302,"Department of Medical Microbiology & Immunology, University of Wisconsin-Madison, Madison, Wisconsin.",University of Wisconsin-Madison,"Microbial Sciences, 1550 Linden Dr, Madison, WI 53706, USA"
10.1016/j.eucr.2023.102489,Wittmann TA,Tyler A.,Wittmann,Blastomyces,37455778,"Department of Urology, Medical College of Wisconsin, Milwaukee, WI, USA.",Medical College of Wisconsin,"9000 W Wisconsin Ave, Milwaukee, WI 53226, USA"
10.1016/j.eucr.2023.102489,Waldoch BT,Brendan T.,Waldoch,Blastomyces,37455778,"Department of Urology, Medical College of Wisconsin, Milwaukee, WI, USA.",Medical College of Wisconsin,"9000 W Wisconsin Ave, Milwaukee, WI 53226, USA"
10.1016/j.eucr.2023.102489,Davis CM,Carley M.,Davis,Blastomyces,37455778,"Department of Urology, Medical College of Wisconsin, Milwaukee, WI, USA.",Medical College of Wisconsin,"9000 W Wisconsin Ave, Milwaukee, WI 53226, USA"
10.1093/ofid/ofac609,Krishnan G,Gayathri,Krishnan,Histoplasmosis,36447609,"Division of Infectious Diseases, Washington University School of Medicine, St Louis, Missouri, USA.",Washington University School of Medicine,"4990 Children's Pl, St. Louis, MO 63110, USA"
10.1093/ofid/ofac609,Power M,Margaret,Power,Histoplasmosis,36447609,"Department of Obstetrics and Gynecology, Mountain Area Health Education Center, Asheville, North Carolina, USA.",Unparsed,"119 Hendersonville Rd, Asheville, NC 28803, USA"
10.1093/ofid/ofac609,Bariola JR,J Ryan,Bariola,Histoplasmosis,36447609,"Division of Infectious Diseases, University of Pittsburgh School of Medicine, Pittsburgh, Pennsylvania, USA.",University of Pittsburgh School of Medicine,"Pittsburgh, PA 15213, USA"
10.1093/ofid/ofac609,Dare R,Ryan,Dare,Histoplasmosis,36447609,"Division of Infectious Diseases, University of Arkansas for Medical Sciences, Little Rock, Arkansas, USA.",University of Arkansas for Medical Sciences,"4110 Outpatient Circle Outpatient Center Second Floor, Suite 2P, Little Rock, AR 72205, USA"
10.1128/msphere.00370-23,Joehnk B,Bastian,Joehnk,Histoplasma,37819140,"Department of Microbiology and Immunology, University of California, San Francisco, San Francisco, California, USA.",University of California,"400 Parnassus Ave Second Floor, San Francisco, CA 94143, USA"
10.1128/msphere.00370-23,Ali N,Nebat,Ali,Histoplasma,37819140,"Department of Microbiology and Immunology, University of California, San Francisco, San Francisco, California, USA.",University of California,"400 Parnassus Ave Second Floor, San Francisco, CA 94143, USA"
10.1128/msphere.00370-23,Voorhies M,Mark,Voorhies,Histoplasma,37819140,"Department of Microbiology and Immunology, University of California, San Francisco, San Francisco, California, USA.",University of California,"400 Parnassus Ave Second Floor, San Francisco, CA 94143, USA"
10.1128/msphere.00370-23,Walcott K,Keith,Walcott,Histoplasma,37819140,"Department of Microbiology and Immunology, University of California, San Francisco, San Francisco, California, USA.",University of California,"400 Parnassus Ave Second Floor, San Francisco, CA 94143, USA"
10.1128/msphere.00370-23,Sil A,Anita,Sil,Histoplasma,37819140,"Chan Zuckerberg Biohub-San Francisco, San Francisco, California, USA.",Unparsed,"499 Illinois St, San Francisco, CA 94158, USA"
10.1128/mbio.03773-21,Ray SC,Stephanie C.,Ray,Histoplasma,35404120,"Department of Microbiology, Ohio State University, Columbus, Ohio, USA.",Ohio State University,"105, Biological Sciences Bldg, 484 W 12th Ave, Columbus, OH 43210, USA"
10.1128/mbio.03773-21,Rappleye CA,Chad A.,Rappleye,Histoplasma,35404120,"Department of Microbiology, Ohio State University, Columbus, Ohio, USA.",Ohio State University,"105, Biological Sciences Bldg, 484 W 12th Ave, Columbus, OH 43210, USA"
10.1128/mSphere.00742-20,Jones GS,Grant S.,Jones,Histoplasma,32848006,"Department of Microbiology and Immunology, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, USA.",University of North Carolina at Chapel Hill,"Mary Ellen Jones Building, Chapel Hill, NC 27599, USA"
10.1128/mSphere.00742-20,Sepúlveda VE,Victoria E.,Sepúlveda,Histoplasma,32848006,"Department of Microbiology and Immunology, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, USA.",University of North Carolina at Chapel Hill,"Mary Ellen Jones Building, Chapel Hill, NC 27599, USA"
10.1128/mSphere.00742-20,Goldman WE,William E.,Goldman,Histoplasma,32848006,"Department of Microbiology and Immunology, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, USA goldman@med.unc.edu.",University of North Carolina at Chapel Hill,"Mary Ellen Jones Building, Chapel Hill, NC 27599, USA"
10.1128/mbio.02574-21,Voorhies M,Mark,Voorhies,Histoplasma,35089059,"Department of Microbiology and Immunology, University of California, San Franciscogrid.266102.1, San Francisco, California, USA.",University of California,"1 Shields Ave, Davis, CA 95616, USA"
10.1128/mbio.02574-21,Cohen S,Shirli,Cohen,Histoplasma,35089059,"Department of Infectious Diseases, J. Craig Venter Institute, La Jolla, California, USA.",J. Craig Venter Institute,"4120 Capricorn Ln, La Jolla, CA 92037, USA"
10.1128/mbio.02574-21,Shea TP,Terrance P.,Shea,Histoplasma,35089059,"Broad Institute of MIT and Harvard, Cambridge, Massachusetts, USA.",Broad Institute of MIT and Harvard,"Merkin Building, 415 Main St, Cambridge, MA 02142, USA"
10.1128/mbio.02574-21,Petrus S,Semar,Petrus,Histoplasma,35089059,"Department of Infectious Diseases, J. Craig Venter Institute, La Jolla, California, USA.",J. Craig Venter Institute,"4120 Capricorn Ln, La Jolla, CA 92037, USA"
10.1128/mbio.02574-21,Muñoz JF,José F.,Muñoz,Histoplasma,35089059,"Broad Institute of MIT and Harvard, Cambridge, Massachusetts, USA.",Broad Institute of MIT and Harvard,"Merkin Building, 415 Main St, Cambridge, MA 02142, USA"
10.1128/mbio.02574-21,Poplawski S,Shane,Poplawski,Histoplasma,35089059,"Department of Infectious Diseases, J. Craig Venter Institute, La Jolla, California, USA.",J. Craig Venter Institute,"4120 Capricorn Ln, La Jolla, CA 92037, USA"
10.1128/mbio.02574-21,Goldman WE,William E.,Goldman,Histoplasma,35089059,"Department of Microbiology and Immunology, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, USA.",University of North Carolina at Chapel Hill,"Mary Ellen Jones Building, Chapel Hill, NC 27599, USA"
10.1128/mbio.02574-21,Michael TP,Todd P.,Michael,Histoplasma,35089059,"Department of Infectious Diseases, J. Craig Venter Institute, La Jolla, California, USA.",J. Craig Venter Institute,"4120 Capricorn Ln, La Jolla, CA 92037, USA"
10.1128/mbio.02574-21,Cuomo CA,Christina A.,Cuomo,Histoplasma,35089059,"Broad Institute of MIT and Harvard, Cambridge, Massachusetts, USA.",Broad Institute of MIT and Harvard,"Merkin Building, 415 Main St, Cambridge, MA 02142, USA"
10.1128/mbio.02574-21,Sil A,Anita,Sil,Histoplasma,35089059,"Department of Microbiology and Immunology, University of California, San Franciscogrid.266102.1, San Francisco, California, USA.",University of California,"1 Shields Ave, Davis, CA 95616, USA"
10.1128/mbio.02574-21,Beyhan S,Sinem,Beyhan,Histoplasma,35089059,"Department of Biology, San Diego State University, San Diego, California, USA.",San Diego State University,"5500 Campanile Dr, San Diego, CA 92182, USA"
10.1177/1098612X19846987,Moriello KA,Karen A,Moriello,Microsporum,31070544,"School of Veterinary Medicine, University of Wisconsin-Madison, Madison, WI, USA.",University of Wisconsin-Madison,"Veterinary Medicine Bldg, 2015 Linden Dr, Madison, WI 53706, USA"
10.1177/1098612X19846987,Stuntebeck R,Rebecca,Stuntebeck,Microsporum,31070544,"Dane County Humane Society, Madison, WI, USA.",Unparsed,"5132 Voges Rd, Madison, WI 53718, USA"
10.1177/1098612X19846987,Mullen L,Laura,Mullen,,,,,
10.3389/fcimb.2020.545913,Parrish N,Nicole,Parrish,Microsporum,33178620,"Department of Pathology, The Johns Hopkins University School of Medicine, The Johns Hopkins Medical Institutions, Baltimore, MD, United States.",The Johns Hopkins University School of Medicine,"600 N Wolfe St, Baltimore, MD 21287, USA"
10.3389/fcimb.2020.545913,Fisher SL,Stefanie L.,Fisher,Microsporum,33178620,"Department of Pathology, The Johns Hopkins University School of Medicine, The Johns Hopkins Medical Institutions, Baltimore, MD, United States.",The Johns Hopkins University School of Medicine,"600 N Wolfe St, Baltimore, MD 21287, USA"
10.3389/fcimb.2020.545913,Gartling A,Ashlea,Gartling,Microsporum,33178620,"Department of Pathology, The Johns Hopkins University School of Medicine, The Johns Hopkins Medical Institutions, Baltimore, MD, United States.",The Johns Hopkins University School of Medicine,"600 N Wolfe St, Baltimore, MD 21287, USA"
10.3389/fcimb.2020.545913,Craig D,David,Craig,Microsporum,33178620,"Department of Pathology, The Johns Hopkins University School of Medicine, The Johns Hopkins Medical Institutions, Baltimore, MD, United States.",The Johns Hopkins University School of Medicine,"600 N Wolfe St, Baltimore, MD 21287, USA"
10.3389/fcimb.2020.545913,Boire N,Nicholas,Boire,Microsporum,33178620,"Department of Pathology, The Johns Hopkins University School of Medicine, The Johns Hopkins Medical Institutions, Baltimore, MD, United States.",The Johns Hopkins University School of Medicine,"600 N Wolfe St, Baltimore, MD 21287, USA"
10.3389/fcimb.2020.545913,Khuvis J,Joshua,Khuvis,Microsporum,33178620,"Department of Pathology, The Johns Hopkins University School of Medicine, The Johns Hopkins Medical Institutions, Baltimore, MD, United States.",The Johns Hopkins University School of Medicine,"600 N Wolfe St, Baltimore, MD 21287, USA"
10.3389/fcimb.2020.545913,Riedel S,Stefan,Riedel,Microsporum,33178620,"Beth Israel Deaconess Medical Center, Boston, MA, United States.",Unparsed,"1 Deaconess Rd, Boston, MA 02215, USA"
10.3389/fcimb.2020.545913,Zhang S,Sean,Zhang,Microsporum,33178620,"Department of Pathology, The Johns Hopkins University School of Medicine, The Johns Hopkins Medical Institutions, Baltimore, MD, United States.",The Johns Hopkins University School of Medicine,"600 N Wolfe St, Baltimore, MD 21287, USA"
10.7759/cureus.21210,Cohen PR,Philip R,Cohen,Epidermophyton,35174019,"Dermatology, University of California, Davis Medical Center, Sacramento, USA.",University of California,"3301 C St #1300, Sacramento, CA 95816, USA"
10.7759/cureus.21210,Crowley CS,Christopher S,Crowley,Epidermophyton,35174019,"Dermatology, San Diego Family Dermatology, National City, USA.",Unparsed,"655 Euclid Ave Suite 304, National City, CA 91950, USA"
10.7759/cureus.21210,Erickson CP,Christof P,Erickson,Epidermophyton,35174019,"Dermatology, Compass Dermatopathology, San Diego, USA.",Unparsed,"6605 Nancy Ridge Dr #200, San Diego, CA 92121, USA"
10.7759/cureus.21210,Calame A,Antoanella,Calame,Epidermophyton,35174019,"Dermatology, Scripps Memorial Hospital, La Jolla, USA.",Unparsed,"10820 N Torrey Pines Rd, La Jolla, CA 92037, USA"
10.1007/s11046-021-00567-9,Liu J,Jia,Liu,Epidermophyton,34164772,"Department of Medical Mycology, Institute of Dermatology, Chinese Academy of Medical Sciences and Peking Union Medical College, Nanjing, 210042, Jiangsu, China.",Institute of Dermatology,"2121 East Coast Hwy #110, Corona Del Mar, CA 92625, USA"
10.1007/s11046-021-00567-9,Ge L,Liyu,Ge,Epidermophyton,34164772,"Department of Dermatology, Affiliated Hangzhou Third Hospital, Anhui Medical University, Hangzhou, China.",Anhui Medical University,"38 Xi Hu Da Dao, Shang Cheng Qu, Hang Zhou Shi, Zhe Jiang Sheng, China, 310009"
10.1007/s11046-021-00567-9,Mei H,Huan,Mei,,,,,
10.1007/s11046-021-00567-9,Zheng H,Hailin,Zheng,,,,,
10.1007/s11046-021-00567-9,Peng J,Jingwen,Peng,,,,,
10.1007/s11046-021-00567-9,Liang G,Guanzhao,Liang,,,,,
10.1007/s11046-021-00567-9,Liu W,Weida,Liu,,,,,
10.1016/j.funbio.2021.12.002,Costa MM,Marileide M.,Costa,Fusarium,35183341,"Departamento de Fitopatologia, Universidade Federal de Lavras, 37200-900, Lavras, Minas Gerais, Brazil.",Universidade Federal de Lavras,"Trevo Rotatório Professor Edmir Sá Santos Universidade Federal de - Inácio Valentim, Lavras - MG, 37203-202, Brazil"
10.1016/j.funbio.2021.12.002,Saleh AA,Amgad A.,Saleh,Fusarium,35183341,"Department of Plant Protection, College of Food and Agriculture Sciences, King Saud University, Riyadh, Saudi Arabia; Department of Plant Pathology, Throckmorton Plant Sciences Center, Kansas State University, 66506-5502, Manhattan, Kansas, USA.",King Saud University,"JMMH+8P8, Amr Ibn Alaas St, Ulaishah, Riyadh 12743, Saudi Arabia"
10.1016/j.funbio.2021.12.002,Melo MP,Maruzanete P.,Melo,Fusarium,35183341,"Departamento de Fitopatologia, Universidade Federal de Lavras, 37200-900, Lavras, Minas Gerais, Brazil; Centro de Ciências Agrárias, Universidade Federal Do Piauí, Teresina, 64049-550, Teresina, Piauí, Brazil.",Universidade Federal de Lavras,"Trevo Rotatório Professor Edmir Sá Santos Universidade Federal de - Inácio Valentim, Lavras - MG, 37203-202, Brazil"
10.1016/j.funbio.2021.12.002,Guimarães EA,Elaine Aparecida,Guimarães,Fusarium,35183341,"Departamento de Fitopatologia, Universidade Federal de Lavras, 37200-900, Lavras, Minas Gerais, Brazil.",Universidade Federal de Lavras,"Trevo Rotatório Professor Edmir Sá Santos Universidade Federal de - Inácio Valentim, Lavras - MG, 37203-202, Brazil"
10.1016/j.funbio.2021.12.002,Esele JP,J. Peter,Esele,Fusarium,35183341,"Sererre Agriculture and Animal Production Research Institute, NARO, Soroti, Uganda.",Sererre Agriculture and Animal Production Research Institute,"PJC7+5F5, Soroti, Uganda"
10.1016/j.funbio.2021.12.002,Zeller KA,Kurt A.,Zeller,Fusarium,35183341,"USDA-APHIS-PPQ S&T, BARC-East, Bldg. 580 Powder Mill Road, Laurel, MD, 20708, USA; Department of Plant Pathology, Throckmorton Plant Sciences Center, Kansas State University, 66506-5502, Manhattan, Kansas, USA.",Kansas State University,"Manhattan, KS 66502, USA"
10.1016/j.funbio.2021.12.002,Summerell BA,Brett A.,Summerell,Fusarium,35183341,"Australian Institute of Botanical Science, Royal Botanic Gardens and Domain Trust, Mrs Macquaries Rd, Sydney, New South Wales, 2000, Australia.",Australian Institute of Botanical Science,"Mrs Macquaries Rd, Sydney NSW 2000, Australia"
10.1016/j.funbio.2021.12.002,Pfenning LH,Ludwig H.,Pfenning,Fusarium,35183341,"Departamento de Fitopatologia, Universidade Federal de Lavras, 37200-900, Lavras, Minas Gerais, Brazil.",Universidade Federal de Lavras,"Trevo Rotatório Professor Edmir Sá Santos Universidade Federal de - Inácio Valentim, Lavras - MG, 37203-202, Brazil"
10.1016/j.funbio.2021.12.002,Leslie JF,John F.,Leslie,Fusarium,35183341,"Department of Plant Pathology, Throckmorton Plant Sciences Center, Kansas State University, 66506-5502, Manhattan, Kansas, USA. Electronic address: jfl@ksu.edu.",Kansas State University,"Manhattan, KS 66502, USA"
10.1094/PDIS-06-20-1376-RE,Mueller B,Brian,Mueller,Fusarium,33487016,"Department of Plant Pathology, University of Wisconsin-Madison, Madison, WI 53706.",University of Wisconsin-Madison,"Russell Laboratories, 1630 Linden Dr Room 240, Madison, WI 53706, USA"
10.1094/PDIS-06-20-1376-RE,Groves CL,Carol L.,Groves,Fusarium,33487016,"Department of Plant Pathology, University of Wisconsin-Madison, Madison, WI 53706.",University of Wisconsin-Madison,"Russell Laboratories, 1630 Linden Dr Room 240, Madison, WI 53706, USA"
10.1094/PDIS-06-20-1376-RE,Smith DL,Damon L.,Smith,Fusarium,33487016,"Department of Plant Pathology, University of Wisconsin-Madison, Madison, WI 53706.",University of Wisconsin-Madison,"Russell Laboratories, 1630 Linden Dr Room 240, Madison, WI 53706, USA"
10.1094/PDIS-09-21-2105-SR,Torres-Cruz TJ,Terry J.,Torres-Cruz,Fusarium,34879732,"Department of Plant Pathology and Environmental Microbiology, The Pennsylvania State University, University Park, PA 16802, U.S.A.",The Pennsylvania State University,"Buckhout Laboratory, State College, PA 16801, USA"
10.1094/PDIS-09-21-2105-SR,Whitaker BK,Briana K.,Whitaker,,,,,
10.1094/PDIS-09-21-2105-SR,Proctor RH,Robert H.,Proctor,,,,,
10.1094/PDIS-09-21-2105-SR,Broders K,Kirk,Broders,,,,,
10.1094/PDIS-09-21-2105-SR,Laraba I,Imane,Laraba,,,,,
10.1094/PDIS-09-21-2105-SR,Kim H,Hye-Seon,Kim,,,,,
10.1094/PDIS-09-21-2105-SR,Brown DW,Daren W.,Brown,,,,,
10.1094/PDIS-09-21-2105-SR,O’Donnell K,Kerry,O’Donnell,,,,,
10.1094/PDIS-09-21-2105-SR,Estrada-Rodríguez TL,Tania L.,Estrada-Rodríguez,Fusarium,34879732,"Department Natural Resources and Science, Humboldt State University, Arcata, CA 95521, U.S.A.",Humboldt State University,"Science B, Laurel Dr, Arcata, CA 95521, USA"
10.1094/PDIS-09-21-2105-SR,Lee Y,Yong-Hwan,Lee,,,,,
10.1094/PDIS-09-21-2105-SR,Cheong K,Kyeongchae,Cheong,Fusarium,34879732,"Plant Immunity Research Center, Seoul National University, Seoul 08826, Korea.",Seoul National University,"1 Gwanak-ro, Gwanak-gu, Seoul, South Korea"
10.1094/PDIS-09-21-2105-SR,Wallace EC,Emma C.,Wallace,Fusarium,34879732,"Department of Plant Pathology and Environmental Microbiology, The Pennsylvania State University, University Park, PA 16802, U.S.A.",The Pennsylvania State University,"Buckhout Laboratory, State College, PA 16801, USA"
10.1094/PDIS-09-21-2105-SR,McGee CT,Chyanna T.,McGee,Fusarium,34879732,"Department of Plant Pathology and Environmental Microbiology, The Pennsylvania State University, University Park, PA 16802, U.S.A.",The Pennsylvania State University,"Buckhout Laboratory, State College, PA 16801, USA"
10.1094/PDIS-09-21-2105-SR,Kang S,Seogchan,Kang,Fusarium,34879732,"Department of Plant Pathology and Environmental Microbiology, The Pennsylvania State University, University Park, PA 16802, U.S.A.",The Pennsylvania State University,"Buckhout Laboratory, State College, PA 16801, USA"
10.1094/PDIS-09-21-2105-SR,Geiser DM,David M.,Geiser,Fusarium,34879732,"Department of Plant Pathology and Environmental Microbiology, The Pennsylvania State University, University Park, PA 16802, U.S.A.",The Pennsylvania State University,"Buckhout Laboratory, State College, PA 16801, USA"
10.1080/00275514.2020.1816387,Goffre D,D.,Goffre,Conidiobolus,33151805,"Ants Laboratory, Department of Science and Technology, Quilmes National University , CONICET, Roque Saenz Peña 352, Bernal B1876BXD, Buenos Aires, Argentina.",Quilmes National University ,"Roque Sáenz Peña 352, B1876 Bernal, Provincia de Buenos Aires, Argentina"
10.1080/00275514.2020.1816387,Jensen AB,A. B.,Jensen,Conidiobolus,33151805,"Department of Plant and Environmental Science, University of Copenhagen, Frederiksberg Campus , Copenhagen, Denmark.",University of Copenhagen,"Denmark Københavns Universitet, Frederiksberg Campus, Rolighedsvej 30, 1958 Frederiksberg, Denmark"
10.1080/00275514.2020.1816387,Lopez Lastra CC,C. C.,Lopez Lastra,Conidiobolus,33151805,"Centro de Estudios Parasitológicos y de Vectores, CONICET-Universidad Nacional de La Plata , La Plata, Argentina.",CONICET-Universidad Nacional de La Plata ,"Blvd. 120 1900, B1900 La Plata, Provincia de Buenos Aires, Argentina"
10.1080/00275514.2020.1816387,Humber RA,R. A.,Humber,,,,,
10.1080/00275514.2020.1816387,Folgarait PJ,P. J.,Folgarait,Conidiobolus,33151805,"Ants Laboratory, Department of Science and Technology, Quilmes National University , CONICET, Roque Saenz Peña 352, Bernal B1876BXD, Buenos Aires, Argentina.",Quilmes National University ,"Roque Sáenz Peña 352, B1876 Bernal, Provincia de Buenos Aires, Argentina"
10.3389/fvets.2021.633695,Jaffey JA,Jared A.,Jaffey,Conidiobolus,33614770,"Department of Specialty Medicine, Midwestern University College of Veterinary Medicine, Glendale, AZ, United States.",Midwestern University College of Veterinary Medicine,"5715 W Utopia Rd, Glendale, AZ 85308, USA"
10.3389/fvets.2021.633695,Hostnik ET,Eric T.,Hostnik,Conidiobolus,33614770,"Department of Veterinary Clinical Sciences, Veterinary Medical Center, Ohio State University, Columbus, OH, United States.",Ohio State University,"Veterinary Hospital, 601 Vernon L Tharp St, Columbus, OH 43210, USA"
10.3389/fvets.2021.633695,Hoffman AR,Aline Rodrigues,Hoffman,Conidiobolus,33614770,"Department of Veterinary Pathobiology, College of Veterinary Medicine & Biomedical Sciences, Texas A&M University, College Station, TX, United States.",Texas A&M University,"Texas A&M University, Veterinary Medical Sciences Building, 400 Raymond Stotzer Pkwy #4467, College Station, TX 77843, USA"
10.3389/fvets.2021.633695,Jay M,Maureen,Jay,Conidiobolus,33614770,"Department of Surgery, Animal Medical & Surgical Center, Scottsdale, AZ, United States.",Unparsed,"17477 N 82nd St, Scottsdale, AZ 85255, USA"
10.3389/fvets.2021.633695,Ferguson SH,Sylvia H.,Ferguson,Conidiobolus,33614770,"Department of Pathology and Population Medicine, Midwestern University College of Veterinary Medicine, Glendale, AZ, United States.",Midwestern University College of Veterinary Medicine,"5725 W Utopia Rd, Glendale, AZ 85308, USA"
10.3389/fvets.2021.633695,Wiederhold NP,Nathan P.,Wiederhold,Conidiobolus,33614770,"Fungus Testing Laboratory, Department of Pathology and Laboratory Medicine, University of Texas Health Science Center, San Antonio, TX, United States.",University of Texas Health Science Center,"7703 Floyd Curl Dr, San Antonio, TX 78229, USA"
10.3389/fvets.2021.799641,Rasche BL,Brittany L.,Rasche,Conidiobolus,34988143,"Department of Population Health and Pathobiology, College of Veterinary Medicine, North Carolina State University, Raleigh, NC, United States.",North Carolina State University,"CVM Terry Center, 1052 William Moore Dr, Raleigh, NC 27606, USA"
10.3389/fvets.2021.799641,Tucker SM,Samuel M.,Tucker,Conidiobolus,34988143,"Department of Clinical Sciences, College of Veterinary Medicine, North Carolina State University, Raleigh, NC, United States.",North Carolina State University,"1060 William Moore Dr, Raleigh, NC 27607, USA"
10.3389/fvets.2021.799641,Linder K,Keith,Linder,Conidiobolus,34988143,"Department of Population Health and Pathobiology, College of Veterinary Medicine, North Carolina State University, Raleigh, NC, United States.",North Carolina State University,"CVM Terry Center, 1052 William Moore Dr, Raleigh, NC 27606, USA"
10.3389/fvets.2021.799641,Harrison TM,Tara M.,Harrison,Conidiobolus,34988143,"Department of Clinical Sciences, College of Veterinary Medicine, North Carolina State University, Raleigh, NC, United States.",North Carolina State University,"1060 William Moore Dr, Raleigh, NC 27607, USA"
10.3389/fvets.2021.799641,Negrão Watanabe TT,Tatiane Terumi,Negrão Watanabe,Conidiobolus,34988143,"Department of Population Health and Pathobiology, College of Veterinary Medicine, North Carolina State University, Raleigh, NC, United States.",North Carolina State University,"CVM Terry Center, 1052 William Moore Dr, Raleigh, NC 27606, USA"
10.1128/mbio.03272-21,Bitencourt TA,Tamires A.,Bitencourt,Paracoccidioides,35012355,"Department of Biochemistry and Immunology, Ribeirao Preto Medical School, University of São Paulo, Ribeirao Preto, São Paulo, Brazil.",University of São Paulo,"Campus da USP - Cidade Universitária, Ribeirão Preto - SP, 14040-900, Brazil"
10.1128/mbio.03272-21,Hatanaka O,Otavio,Hatanaka,Paracoccidioides,35012355,"Department of Biochemistry and Immunology, Ribeirao Preto Medical School, University of São Paulo, Ribeirao Preto, São Paulo, Brazil.",University of São Paulo,"Campus da USP - Cidade Universitária, Ribeirão Preto - SP, 14040-900, Brazil"
10.1128/mbio.03272-21,Pessoni AM,Andre M.,Pessoni,Paracoccidioides,35012355,"Department of Biochemistry and Immunology, Ribeirao Preto Medical School, University of São Paulo, Ribeirao Preto, São Paulo, Brazil.",University of São Paulo,"Campus da USP - Cidade Universitária, Ribeirão Preto - SP, 14040-900, Brazil"
10.1128/mbio.03272-21,Freitas MS,Mateus S.,Freitas,Paracoccidioides,35012355,"Department of Biochemistry and Immunology, Ribeirao Preto Medical School, University of São Paulo, Ribeirao Preto, São Paulo, Brazil.",University of São Paulo,"Campus da USP - Cidade Universitária, Ribeirão Preto - SP, 14040-900, Brazil"
10.1128/mbio.03272-21,Trentin G,Gabriel,Trentin,Paracoccidioides,35012355,"Department of Biochemistry and Immunology, Ribeirao Preto Medical School, University of São Paulo, Ribeirao Preto, São Paulo, Brazil.",University of São Paulo,"Campus da USP - Cidade Universitária, Ribeirão Preto - SP, 14040-900, Brazil"
10.1128/mbio.03272-21,Santos P,Patrick,Santos,Paracoccidioides,35012355,"Department of Biochemistry and Immunology, Ribeirao Preto Medical School, University of São Paulo, Ribeirao Preto, São Paulo, Brazil.",University of São Paulo,"Campus da USP - Cidade Universitária, Ribeirão Preto - SP, 14040-900, Brazil"
