,name,affiliations,email,website,interests,thumbnail
514,Juan Galindo,"Postdoctoral researcher in Evolutionary biology, University of Vigo",Verified email at uvigo.es,,"[{'title': 'speciation', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:speciation', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aspeciation'}, {'title': 'adaptation', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:adaptation', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aadaptation'}, {'title': 'population genetics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:population_genetics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Apopulation_genetics'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=QrOa97sAAAAJ&citpid=3
515,Roger K Butlin,Universities of Sheffield and Gothenburg,Verified email at sheffield.ac.uk,,"[{'title': 'Evolution', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:evolution', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aevolution'}, {'title': 'especially speciation', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:especially_speciation', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aespecially_speciation'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
516,Frank Bier,"Professor Molecular Bioanalysis and Bioelectronics, University of Potsdam, Germany",Verified email at unipotsdam.de,,,https://scholar.google.com/citations/images/avatar_scholar_128.png
517,Pascal GAMAS,"DR1 CNRS, LIPM CNRS-INRA Toulouse",Verified email at toulouse.inra.fr,,"[{'title': 'rhizobium-legume symbiosis', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:rhizobium_legume_symbiosis', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Arhizobium_legume_symbiosis'}, {'title': 'functional genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:functional_genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Afunctional_genomics'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=yb-d0ggAAAAJ&citpid=2
518,Martijn Timmermans,Senior lecturer,Verified email at mdx.ac.uk,,"[{'title': 'evolutionary genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:evolutionary_genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aevolutionary_genomics'}, {'title': 'molecular ecology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_ecology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_ecology'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
519,Simon W. Baxter,"University of Melbourne, BioSciences",Verified email at unimelb.edu.au,https://www.bio21.unimelb.edu.au/baxter-group,"[{'title': 'Insect Evolution', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:insect_evolution', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ainsect_evolution'}, {'title': 'Genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenomics'}, {'title': 'Pest Control', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:pest_control', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Apest_control'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=rSoC5boAAAAJ&citpid=1
520,Marco Todesco,"Research Associate, University of British Columbia",Verified email at biodiversity.ubc.ca,http://www3.botany.ubc.ca/rieseberglab/people/marco_todesco.html,"[{'title': 'genetics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genetics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenetics'}, {'title': 'molecular biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_biology'}, {'title': 'evolutionary biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:evolutionary_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aevolutionary_biology'}, {'title': 'genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenomics'}, {'title': 'plant immunity', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:plant_immunity', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aplant_immunity'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=EpXvxTIAAAAJ&citpid=2
521,Gregory L. Owens,"Assistant Professor, University of Victoria",Verified email at uvic.ca,https://owensgl.github.io/,"[{'title': 'Evolutionary Biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:evolutionary_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aevolutionary_biology'}, {'title': 'Genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenomics'}, {'title': 'Hybridization', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:hybridization', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ahybridization'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=fMPIb8sAAAAJ&citpid=4
522,Natalia Bercovich,"Research Associate, University of British Columbia",Verified email at biodiversity.ubc.ca,,,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=YxZJHrAAAAAJ&citpid=1
523,Jean-Sébastien Légaré,University of British Columbia,Verified email at cs.ubc.ca,https://www.cs.ubc.ca/~jslegare/,"[{'title': 'Systems', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:systems', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Asystems'}, {'title': 'Security and Privacy', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:security_and_privacy', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Asecurity_and_privacy'}, {'title': 'Cloud', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:cloud', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acloud'}, {'title': 'Genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenomics'}, {'title': 'Video Streaming', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:video_streaming', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Avideo_streaming'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
524,Susanne Huch,Karolinska Institutet,Verified email at ki.se,http://pelechanolab.com/,"[{'title': 'RNA Biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:rna_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Arna_biology'}, {'title': 'post-transcriptional regulation of mRNA', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:post_transcriptional_regulation_of_mrna', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Apost_transcriptional_regulation_of_mrna'}, {'title': 'AMR', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:amr', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aamr'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=li1v5MMAAAAJ&citpid=2
525,Lilit Nersisyan,"Armenian Bioinformatics Institute, Karolinska Institutet",Verified email at abi.am,,"[{'title': 'Bioinformatics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:bioinformatics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abioinformatics'}, {'title': 'Systems biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:systems_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Asystems_biology'}, {'title': 'telomeres', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:telomeres', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Atelomeres'}, {'title': 'RNA', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:rna', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Arna'}, {'title': 'microbiome', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:microbiome', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amicrobiome'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=u-eEMToAAAAJ&citpid=3
526,satoko yoshida,"NAIST, Japan",Verified email at bs.naist.jp,,,https://scholar.google.com/citations/images/avatar_scholar_128.png
527,Nasrein Mohamed Kamal,"Specially Appointed Associate Professor, Arid Land Research Center, Tottori University, Japan",Verified email at tottoriu.ac.jp,,"[{'title': 'Cereals breeding and genetics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:cereals_breeding_and_genetics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acereals_breeding_and_genetics'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=2zrQ-eEAAAAJ&citpid=1
528,Kevin T Bilyk,Montclair State University,Verified email at montclair.edu,,"[{'title': 'Cold Adaptation', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:cold_adaptation', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acold_adaptation'}, {'title': 'Cold Specialization', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:cold_specialization', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acold_specialization'}, {'title': 'Evolutionary Physiology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:evolutionary_physiology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aevolutionary_physiology'}, {'title': 'Evolutionary Genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:evolutionary_genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aevolutionary_genomics'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
529,Luis Vargas-Chacoff,"Instituto de Ciencias Marinas y Limnológicas, Universidad Austral de Chile",Verified email at uach.cl,,"[{'title': 'Physiology of Fish', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:physiology_of_fish', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aphysiology_of_fish'}, {'title': 'Stress', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:stress', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Astress'}, {'title': 'Endocrine responses', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:endocrine_responses', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aendocrine_responses'}, {'title': 'Aquaculture', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:aquaculture', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aaquaculture'}, {'title': 'Pollution', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:pollution', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Apollution'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=XmFRSRwAAAAJ&citpid=1
530,Chi-Hing Christina Cheng,"Professor, Dept. Evol, Ecol & Behavior, University of Illinois, Urbana-Champaign",Verified email at illinois.edu,,"[{'title': 'cold daptation', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:cold_daptation', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acold_daptation'}, {'title': 'molecular evolution', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_evolution', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_evolution'}, {'title': 'evolutionary genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:evolutionary_genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aevolutionary_genomics'}, {'title': 'polar biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:polar_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Apolar_biology'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
531,Andreas Dötsch,"Scientist, Max Rubner-Institute",Verified email at mri.bund.de,,"[{'title': 'Microbial Genomics and Bioinformatics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:microbial_genomics_and_bioinformatics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amicrobial_genomics_and_bioinformatics'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=CjaCxLYAAAAJ&citpid=1
532,Denitsa Eckweiler,Unknown affiliation,Verified email at tubraunschweig.de,,,https://scholar.google.com/citations/images/avatar_scholar_128.png
533,Valerie Dietz,"PhD Candidate, Texas A&M University",Verified email at tamu.edu,,"[{'title': 'spinal cord injury', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:spinal_cord_injury', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aspinal_cord_injury'}, {'title': 'neuropathic pain', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:neuropathic_pain', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aneuropathic_pain'}, {'title': 'neural regeneration', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:neural_regeneration', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aneural_regeneration'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=AwAVeJ0AAAAJ&citpid=1
534,Hyoungseok Lee,korea Polar Research Institute,Verified email at kopri.re.kr,,,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=R_oZfLAAAAAJ&citpid=2
535,Catherine Cullingham,"Assistant Professor, Carleton University",Verified email at carleton.ca,https://catherinecullingham.com/,"[{'title': 'Molecular ecology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_ecology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_ecology'}, {'title': 'landscape genetics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:landscape_genetics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Alandscape_genetics'}, {'title': 'adaptive evolution', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:adaptive_evolution', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aadaptive_evolution'}, {'title': 'conservation genetics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:conservation_genetics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aconservation_genetics'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=czazSyQAAAAJ&citpid=2
536,Janice E.K. Cooke,"Department of Biological Sciences, University of Alberta",Verified email at ualberta.ca,,,https://scholar.google.com/citations/images/avatar_scholar_128.png
537,Manuel Yúfera (ORCID: 0000-0003-2999-4611),"Research Professor. Instituto de Ciencias Marinas de Andalucía (CSIC), Puerto Real, Spain",Verified email at icman.csic.es,,,https://scholar.google.com/citations/images/avatar_scholar_128.png
538,Sergi Beltran,"Bioinformatics Analysis Unit Head, Centro Nacional de Análisis Genómico",Verified email at cnag.eu,http://www.cnag.eu/,"[{'title': 'Genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenomics'}, {'title': 'Bioinformatics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:bioinformatics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abioinformatics'}, {'title': 'Rare Diseases', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:rare_diseases', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Arare_diseases'}, {'title': 'Cancer', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:cancer', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acancer'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
539,Josep V. Planas,International Pacific Halibut Commission,Verified email at iphc.int,http://planaslab.wordpress.com/,"[{'title': 'fish physiology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:fish_physiology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Afish_physiology'}, {'title': 'growth', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:growth', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agrowth'}, {'title': 'reproduction', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:reproduction', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Areproduction'}, {'title': 'fisheries', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:fisheries', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Afisheries'}, {'title': 'genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenomics'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=cCasYZcAAAAJ&citpid=3
540,Ewald Große-Wilde,Czech University of Life Sciences,Verified email at fld.czu.cz,,"[{'title': 'Insect olfaction', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:insect_olfaction', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ainsect_olfaction'}, {'title': 'evolution', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:evolution', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aevolution'}, {'title': 'molecular ecology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_ecology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_ecology'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=A-_qSpIAAAAJ&citpid=4
541,Romain Durand,Université Laval,Verified email at ulaval.ca,https://www.researchgate.net/profile/Romain_Durand,"[{'title': 'microbiology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:microbiology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amicrobiology'}, {'title': 'molecular genetics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_genetics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_genetics'}, {'title': 'antibiotic resistance', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:antibiotic_resistance', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aantibiotic_resistance'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=rPSoHvgAAAAJ&citpid=4
542,Kevin Thierry Huguet,INSERM,Verified email at univlyon1.fr,,"[{'title': 'Molecular Microbiology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_microbiology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_microbiology'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=KgNzgkYAAAAJ&citpid=1
543,Nicolas Carraro,"Senior Scientist, University of Lausanne (Switzerland)",Verified email at unil.ch,,"[{'title': 'Molecular microbiology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_microbiology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_microbiology'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
544,Matthew WIllmann,Cornell University,Verified email at cornell.edu,http://sips.cals.cornell.edu/research/plant-transformation-facility/staff-directory,"[{'title': 'Plant transformation and gene editing', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:plant_transformation_and_gene_editing', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aplant_transformation_and_gene_editing'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=PnR6vXAAAAAJ&citpid=2
545,Wang SongLin,Unknown affiliation,Verified email at students.waikato.ac.nz,,,https://scholar.google.com/citations/images/avatar_scholar_128.png
546,Walter Salzburger,University of Basel,Verified email at unibas.ch,http://www.salzburgerlab.org/,"[{'title': 'adaptive radiation', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:adaptive_radiation', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aadaptive_radiation'}, {'title': 'speciation', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:speciation', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aspeciation'}, {'title': 'evolutionary biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:evolutionary_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aevolutionary_biology'}, {'title': 'zoology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:zoology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Azoology'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=yyZkp90AAAAJ&citpid=4
547,Suzy CP Renn,Reed College,Verified email at reed.edu,http://www.reed.edu/biology/professors/srenn/,"[{'title': 'Animal Behavior', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:animal_behavior', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aanimal_behavior'}, {'title': 'Genome Evolution', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genome_evolution', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenome_evolution'}, {'title': 'Metabolic Regulation', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:metabolic_regulation', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ametabolic_regulation'}, {'title': 'Social Behavior', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:social_behavior', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Asocial_behavior'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
548,Dirk Steinke,"Associate Director Centre for Biodiversity Genomics, Adjunct Professor Integrative Biology",Verified email at uoguelph.ca,,"[{'title': 'DNA barcoding', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:dna_barcoding', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Adna_barcoding'}, {'title': 'molecular evolution', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_evolution', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_evolution'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=hlLaXdUAAAAJ&citpid=3
549,Ingo Braasch,Michigan State University,Verified email at msu.edu,http://www.fishevodevogeno.org/,"[{'title': 'Evolutionary Developmental Biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:evolutionary_developmental_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aevolutionary_developmental_biology'}, {'title': 'EvoDevo', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:evodevo', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aevodevo'}, {'title': 'Comparative Genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:comparative_genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acomparative_genomics'}, {'title': 'Fish', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:fish', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Afish'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=xVw8dCAAAAAJ&citpid=6
